pts,elo_i,elo_n,win_equiv,opp_pts,opp_elo_i,opp_elo_n,forecast
118,1593.2466,1581.3066,49.522255,126,1612.022,1623.9619,0.61480761
126,1612.022,1623.9619,53.692154,118,1593.2466,1581.3066,0.38519239
83,1594.4324,1576.249,49.013313,105,1684.0658,1702.249,0.51491427
105,1684.0658,1702.249,60.596958,83,1594.4324,1576.249,0.48508573
113,1559.8521,1554.236,46.770126,114,1560.3383,1565.9543,0.63941997
114,1560.3383,1565.9543,47.969566,113,1559.8521,1554.236,0.36058003
90,1581.3066,1569.0253,48.28196,121,1623.9619,1636.2433,0.30551118
121,1623.9619,1636.2433,54.845364,90,1581.3066,1569.0253,0.69448882
86,1565.9543,1556.8931,47.04306,113,1650.6742,1659.7355,0.25667304
113,1650.6742,1659.7355,56.982628,86,1565.9543,1556.8931,0.74332696
87,1702.249,1705.2365,60.837852,85,1685.4825,1682.4951,0.66198707
85,1685.4825,1682.4951,58.960106,87,1702.249,1705.2365,0.33801293
88,1585.1208,1568.248,48.202976,100,1570.8667,1587.7395,0.6587435
100,1570.8667,1587.7395,50.165619,88,1585.1208,1568.248,0.3412565
130,1636.2433,1640.4713,55.236847,123,1575.2983,1571.0703,0.71635932
123,1575.2983,1571.0703,48.489513,130,1636.2433,1640.4713,0.28364068
97,1659.7355,1662.8927,57.262596,91,1556.8931,1553.7358,0.76272082
91,1556.8931,1553.7358,46.718697,97,1659.7355,1662.8927,0.23727918
113,1682.4951,1708.4996,61.098949,91,1705.2365,1679.2319,0.33036029
91,1705.2365,1679.2319,58.682487,113,1682.4951,1708.4996,0.66963971
89,1587.7395,1575.0341,48.890663,111,1568.248,1580.9535,0.38616902
111,1568.248,1580.9535,49.486805,89,1587.7395,1575.0341,0.61383098
97,1640.4713,1608.2633,52.185322,122,1571.0703,1603.2783,0.72614491
122,1571.0703,1603.2783,51.699673,97,1640.4713,1608.2633,0.27385509
91,1603.2783,1595.6132,50.946632,94,1608.2633,1615.9285,0.6334278
94,1608.2633,1615.9285,52.925465,91,1603.2783,1595.6132,0.3665722
92,1575.0341,1559.9786,47.359314,103,1580.9535,1596.0089,0.63217789
103,1580.9535,1596.0089,50.985691,92,1575.0341,1559.9786,0.36782211
77,1662.8927,1652.8286,56.364029,86,1553.7358,1563.7999,0.51317477
86,1553.7358,1563.7999,47.749905,77,1662.8927,1652.8286,0.48682526
103,1679.2319,1676.8722,58.480476,104,1708.4996,1710.8594,0.32210284
104,1708.4996,1710.8594,61.286434,103,1679.2319,1676.8722,0.67789716
107,1615.9285,1609.8026,52.33461,114,1595.6132,1601.739,0.38729382
114,1595.6132,1601.739,51.549049,107,1615.9285,1609.8026,0.61270618
102,1596.0089,1608.9375,52.250748,92,1559.9786,1547.05,0.40896654
92,1559.9786,1547.05,46.029453,102,1596.0089,1608.9375,0.59103346
74,1563.7999,1568.4386,48.222347,72,1652.8286,1648.1899,0.51578373
72,1652.8286,1648.1899,55.943932,74,1563.7999,1568.4386,0.48421627
118,1676.8722,1672.8527,58.133984,123,1710.8594,1714.8789,0.31619966
123,1710.8594,1714.8789,61.603218,118,1676.8722,1672.8527,0.68380034
105,1547.05,1545.028,45.820404,106,1608.9375,1610.9596,0.28253961
106,1608.9375,1610.9596,52.446602,105,1547.05,1545.028,0.71746039
118,1601.739,1596.3293,51.017303,125,1609.8026,1615.2123,0.34931213
125,1609.8026,1615.2123,52.856659,118,1601.739,1596.3293,0.65068787
84,1648.1899,1639.8622,55.180626,86,1568.4386,1576.7664,0.73783225
86,1568.4386,1576.7664,49.065495,84,1648.1899,1639.8622,0.26216775
97,1714.8789,1711.6548,61.34938,98,1672.8527,1676.0768,0.41733485
98,1672.8527,1676.0768,58.412151,97,1714.8789,1711.6548,0.58266515
118,1596.3293,1604.7506,51.843449,106,1615.2123,1606.791,0.61466098
106,1615.2123,1606.791,52.042233,118,1596.3293,1604.7506,0.38533902
84,1639.8622,1645.3679,55.686565,82,1576.7664,1571.2606,0.44708943
82,1576.7664,1571.2606,48.508808,84,1639.8622,1645.3679,0.55291057
86,1711.6548,1700.8284,60.481785,91,1676.0768,1686.9032,0.68577701
91,1676.0768,1686.9032,59.331917,86,1711.6548,1700.8284,0.31422299
61,1571.2606,1564.0818,47.778664,79,1645.3679,1652.5468,0.2685008
79,1645.3679,1652.5468,56.338608,61,1571.2606,1564.0818,0.7314992
127,1606.791,1617.611,53.086819,107,1604.7506,1593.9307,0.64276648
107,1604.7506,1593.9307,50.780361,127,1606.791,1617.611,0.35723352
111,1686.9032,1674.785,58.300934,119,1700.8284,1712.9465,0.62139809
119,1700.8284,1712.9465,61.451332,111,1686.9032,1674.785,0.37860191
91,1610.9596,1621.9623,53.502205,86,1652.5468,1641.5441,0.30681729
86,1652.5468,1641.5441,55.335709,91,1610.9596,1621.9623,0.69318271
118,1712.9465,1702.9437,60.653133,121,1617.611,1627.6138,0.7548117
121,1617.611,1627.6138,54.037498,118,1712.9465,1702.9437,0.2451883
88,1621.9623,1618.1019,53.133823,92,1641.5441,1645.4044,0.33439618
92,1641.5441,1645.4044,55.689903,88,1621.9623,1618.1019,0.66560382
98,1627.6138,1623.6722,53.664673,105,1702.9437,1706.8853,0.26712072
105,1702.9437,1706.8853,60.970043,98,1627.6138,1623.6722,0.73287928
83,1645.4044,1635.3051,54.758102,98,1618.1019,1628.2013,0.39688039
98,1618.1019,1628.2013,54.092869,83,1645.4044,1635.3051,0.60311961
88,1623.6722,1614.7333,52.8106,95,1706.8853,1715.8242,0.52413964
95,1706.8853,1715.8242,61.677246,88,1623.6722,1614.7333,0.47586036
89,1628.2013,1635.7739,54.801727,78,1635.3051,1627.7324,0.63059115
78,1635.3051,1627.7324,54.048687,89,1628.2013,1635.7739,0.36940885
86,1715.8242,1699.3782,60.363804,106,1614.7333,1631.1793,0.50156999
106,1614.7333,1631.1793,54.372711,86,1715.8242,1699.3782,0.49843001
78,1635.7739,1627.313,54.009132,91,1627.7324,1636.1934,0.37066716
91,1627.7324,1636.1934,54.840725,78,1635.7739,1627.313,0.62933284
117,1699.3782,1706.1991,60.915096,101,1631.1793,1624.3584,0.72476667
101,1631.1793,1624.3584,53.729748,117,1699.3782,1706.1991,0.27523333
95,1627.313,1637.4647,54.958755,78,1636.1934,1626.0416,0.62820566
78,1636.1934,1626.0416,53.889076,95,1627.313,1637.4647,0.37179434
93,1624.3584,1613.9653,52.736691,102,1706.1991,1716.5922,0.52610958
102,1706.1991,1716.5922,61.737255,93,1624.3584,1613.9653,0.47389042
90,1716.5922,1721.364,62.107445,80,1637.4647,1632.6929,0.73713696
80,1637.4647,1632.6929,54.514404,90,1716.5922,1721.364,0.26286304
85,1632.6929,1627.0527,53.984577,99,1721.364,1727.0042,0.25235748
99,1721.364,1727.0042,62.539032,85,1632.6929,1627.0527,0.74764252
96,1727.0042,1722.1731,62.169754,98,1627.0527,1631.8838,0.49993008
98,1627.0527,1631.8838,54.438705,96,1727.0042,1722.1731,0.50006992
98,1631.8838,1649.8461,56.094337,74,1722.1731,1704.2108,0.51397115
74,1722.1731,1704.2108,60.755348,98,1631.8838,1649.8461,0.48602885
101,1649.8461,1653.2363,56.400776,100,1704.2108,1700.8206,0.56529933
100,1704.2108,1700.8206,60.481152,101,1649.8461,1653.2363,0.43470067
92,1700.8206,1691.9398,59.752171,95,1653.2363,1662.1171,0.70047551
95,1653.2363,1662.1171,57.193981,92,1700.8206,1691.9398,0.29952449
114,1553.0189,1560.0155,47.205868,106,1586.724,1579.7274,0.59426481
106,1586.724,1579.7274,49.209198,114,1553.0189,1560.0155,0.40573519
66,1622.8378,1572.0437,48.432564,108,1521.9646,1572.7587,0.76066321
108,1521.9646,1572.7587,48.505074,66,1622.8378,1572.0437,0.23933679
87,1454.4836,1445.4778,35.277035,91,1446.5521,1455.558,0.65051502
91,1446.5521,1455.558,36.317318,87,1454.4836,1445.4778,0.34948498
106,1491.4143,1500.4463,41.005379,99,1411.1268,1402.0948,0.47166181
99,1411.1268,1402.0948,30.90078,106,1491.4143,1500.4463,0.52833819
94,1541.927,1538.321,44.965832,97,1549.3113,1552.9172,0.35020149
97,1549.3113,1552.9172,46.476425,94,1541.927,1538.321,0.64979851
105,1484.3003,1501.1648,41.080746,97,1595.7813,1578.9167,0.22839743
97,1595.7813,1578.9167,49.127537,105,1484.3003,1501.1648,0.77160257
98,1461.6573,1449.9508,35.737808,110,1560.0155,1571.722,0.50236279
110,1560.0155,1571.722,48.399929,98,1461.6573,1449.9508,0.49763721
117,1549.5303,1540.8004,45.223312,118,1366.9042,1375.634,0.8357482
118,1366.9042,1375.634,28.340179,117,1549.5303,1540.8004,0.1642518
92,1429.0227,1439.833,34.69767,83,1558.4368,1547.6265,0.45777062
83,1558.4368,1547.6265,45.930393,92,1429.0227,1439.833,0.54222941
92,1405.4258,1401.734,30.865234,102,1535.021,1538.7128,0.21054286
102,1535.021,1538.7128,45.006535,92,1405.4258,1401.734,0.78945714
94,1572.7587,1560.976,47.304268,109,1507.7406,1519.5233,0.44982636
109,1507.7406,1519.5233,43.004871,94,1572.7587,1560.976,0.55017364
75,1381.0496,1375.5571,28.332882,88,1465.3179,1470.8103,0.25716925
88,1465.3179,1470.8103,37.902607,75,1381.0496,1375.5571,0.74283075
104,1571.698,1565.8588,47.80336,112,1579.7274,1585.5667,0.34935689
112,1579.7274,1585.5667,49.795353,104,1571.698,1565.8588,0.65064311
106,1486.6766,1473.391,38.171898,110,1317.9036,1331.1892,0.8245064
110,1317.9036,1331.1892,24.282547,106,1486.6766,1473.391,0.1754936
107,1488.3223,1494.6737,40.399902,97,1469.3278,1462.9763,0.66485095
97,1469.3278,1462.9763,37.086891,107,1488.3223,1494.6737,0.33514905
91,1645.2048,1634.0365,54.496517,97,1632.3387,1643.5071,0.65694499
97,1632.3387,1643.5071,55.375111,91,1645.2048,1634.0365,0.34305501
95,1480.832,1479.027,38.760818,96,1565.8588,1567.6638,0.25633615
96,1565.8588,1567.6638,47.987347,95,1480.832,1479.027,0.74366385
92,1375.634,1368.7146,27.687201,102,1375.5571,1382.4766,0.36003697
102,1375.5571,1382.4766,28.99296,92,1375.634,1368.7146,0.63996303
88,1445.4778,1434.6892,34.171951,101,1578.9167,1589.7053,0.4520255
101,1578.9167,1589.7053,50.208549,88,1445.4778,1434.6892,0.54797447
88,1560.976,1555.1301,46.704231,89,1547.6265,1553.4723,0.65757185
89,1547.6265,1553.4723,46.533596,88,1560.976,1555.1301,0.34242815
112,1439.833,1448.5179,35.590054,109,1479.027,1470.342,0.30975503
109,1479.027,1470.342,37.853775,112,1439.833,1448.5179,0.69024497
89,1331.1892,1326.5781,23.881227,102,1449.9508,1454.5619,0.22109562
102,1449.9508,1454.5619,36.214222,89,1331.1892,1326.5781,0.77890438
100,1455.558,1470.9105,37.913059,91,1500.4463,1485.0938,0.30279064
91,1500.4463,1485.0938,39.395786,100,1455.558,1470.9105,0.69720936
118,1571.722,1574.9523,48.72723,112,1473.391,1470.1608,0.75798893
112,1473.391,1470.1608,37.834873,118,1571.722,1574.9523,0.24201107
83,1402.0948,1397.9393,30.492418,96,1540.8004,1544.9559,0.2019583
96,1540.8004,1544.9559,45.654095,83,1402.0948,1397.9393,0.7980417
85,1538.7128,1534.2825,44.545761,91,1572.0437,1576.474,0.31701702
91,1572.0437,1576.474,48.881069,85,1538.7128,1534.2825,0.68298298
103,1519.5233,1511.8251,42.19862,105,1470.8103,1478.5085,0.701837
105,1470.8103,1478.5085,38.706604,103,1519.5233,1511.8251,0.298163
104,1585.5667,1574.3695,48.668255,108,1494.6737,1505.8708,0.75004798
108,1494.6737,1505.8708,41.574352,104,1585.5667,1574.3695,0.24995202
88,1552.9172,1567.801,48.00132,81,1643.5071,1628.6233,0.25027931
81,1643.5071,1628.6233,53.987942,88,1552.9172,1567.801,0.74972069
92,1501.1648,1486.548,39.548115,109,1401.734,1416.3508,0.49918085
109,1401.734,1416.3508,32.317535,92,1501.1648,1486.548,0.50081915
92,1397.9393,1405.9672,31.283245,88,1567.801,1559.7732,0.40079439
88,1567.801,1559.7732,47.18103,92,1397.9393,1405.9672,0.59920561
86,1544.9559,1539.6702,45.10598,95,1589.7053,1594.9911,0.3029595
95,1589.7053,1594.9911,50.733406,86,1544.9559,1539.6702,0.6970405
76,1634.0365,1605.5037,51.767132,107,1462.9763,1491.5092,0.60086131
107,1462.9763,1491.5092,40.068073,76,1634.0365,1605.5037,0.39913866
114,1567.6638,1572.9724,48.526741,108,1574.3695,1569.0609,0.63112479
108,1574.3695,1569.0609,48.129551,114,1567.6638,1572.9724,0.36887521
91,1553.4723,1542.6683,45.417072,104,1486.548,1497.3519,0.45254356
104,1486.548,1497.3519,40.680801,91,1553.4723,1542.6683,0.54745644
95,1368.7146,1356.6173,26.563686,109,1485.0938,1497.191,0.47644594
109,1485.0938,1497.191,40.663925,95,1368.7146,1356.6173,0.52355409
86,1448.5179,1443.2896,35.052151,88,1326.5781,1331.8065,0.53153205
88,1326.5781,1331.8065,24.336569,86,1448.5179,1443.2896,0.46846795
106,1505.8708,1515.6731,42.601788,82,1454.5619,1444.7596,0.70495462
82,1454.5619,1444.7596,35.203194,106,1505.8708,1515.6731,0.29504538
124,1538.321,1541.7422,45.32103,117,1434.6892,1431.2681,0.76354229
117,1434.6892,1431.2681,33.823559,124,1538.321,1541.7422,0.23645771
95,1382.4766,1396.0813,30.310543,82,1511.8251,1498.2203,0.45786428
82,1511.8251,1498.2203,40.771889,95,1382.4766,1396.0813,0.54213572
96,1470.9105,1476.5481,38.501663,90,1491.5092,1485.8716,0.61231911
90,1491.5092,1485.8716,39.477257,96,1470.9105,1476.5481,0.38768089
98,1576.474,1566.8129,47.900646,107,1478.5085,1488.1697,0.4970721
107,1478.5085,1488.1697,39.718033,98,1576.474,1566.8129,0.5029279
101,1574.9523,1560.645,47.27037,117,1470.1608,1484.468,0.50689507
117,1470.1608,1484.468,39.330254,101,1574.9523,1560.645,0.4931049
94,1416.3508,1410.209,31.704268,103,1628.6233,1634.7651,0.34382555
103,1628.6233,1634.7651,54.564625,94,1416.3508,1410.209,0.65617442
110,1555.1301,1564.9137,47.706917,85,1497.3519,1487.5684,0.71264076
85,1497.3519,1487.5684,39.655022,110,1555.1301,1564.9137,0.28735924
104,1605.5037,1593.9507,50.63036,107,1444.7596,1456.3126,0.81771809
107,1444.7596,1456.3126,36.395458,104,1605.5037,1593.9507,0.18228191
89,1331.8065,1329.4377,24.129652,102,1572.9724,1575.3412,0.12304467
102,1572.9724,1575.3412,48.766571,89,1331.8065,1329.4377,0.87695533
105,1634.7651,1640.1418,55.064575,93,1356.6173,1351.2406,0.7360428
93,1356.6173,1351.2406,26.072027,105,1634.7651,1640.1418,0.2639572
103,1541.7422,1537.2551,44.855042,106,1498.2203,1502.7074,0.41942984
106,1498.2203,1502.7074,41.242554,103,1541.7422,1537.2551,0.58057016
81,1443.2896,1438.4543,34.556549,93,1542.6683,1547.5035,0.24090642
93,1542.6683,1547.5035,45.917686,81,1443.2896,1438.4543,0.75909358
103,1515.6731,1520.1437,43.069786,101,1594.9911,1590.5205,0.52972871
101,1594.9911,1590.5205,50.289707,103,1515.6731,1520.1437,0.47027129
104,1396.0813,1416.3185,32.314297,95,1559.7732,1539.536,0.17976618
95,1559.7732,1539.536,45.092045,104,1396.0813,1416.3185,0.82023382
97,1497.191,1504.2413,41.40345,86,1488.1697,1481.1194,0.65193993
86,1488.1697,1481.1194,38.97971,97,1497.191,1504.2413,0.34806007
88,1438.4543,1435.344,34.238747,95,1560.645,1563.7554,0.21771497
95,1560.645,1563.7554,47.588608,88,1438.4543,1435.344,0.78228503
80,1539.6702,1527.1857,43.805828,86,1485.8716,1498.3561,0.70792669
86,1485.8716,1498.3561,40.786125,80,1539.6702,1527.1857,0.29207331
90,1566.8129,1569.343,48.158245,87,1484.468,1481.9379,0.74070984
87,1484.468,1481.9379,39.065365,90,1566.8129,1569.343,0.25929016
97,1476.5481,1480.397,38.904121,93,1456.3126,1452.4637,0.66644084
93,1456.3126,1452.4637,35.997276,97,1476.5481,1480.397,0.33355916
110,1431.2681,1434.1411,34.116066,108,1405.9672,1403.0941,0.67289102
108,1405.9672,1403.0941,30.9993,110,1431.2681,1434.1411,0.32710898
109,1351.2406,1360.3715,26.909817,107,1470.342,1461.2112,0.22075891
107,1470.342,1461.2112,36.903503,109,1351.2406,1360.3715,0.77924109
103,1575.3412,1586.3508,49.873791,85,1593.9507,1582.941,0.61503375
85,1593.9507,1582.941,49.532238,103,1575.3412,1586.3508,0.38496625
93,1487.5684,1479.0466,38.762875,97,1498.3561,1506.8778,0.62563765
97,1498.3561,1506.8778,41.679955,93,1487.5684,1479.0466,0.37436235
89,1520.1437,1514.88,42.518715,96,1534.2825,1539.5461,0.34140581
96,1534.2825,1539.5461,45.093098,89,1520.1437,1514.88,0.65859419
88,1502.7074,1505.1613,41.499931,87,1481.9379,1479.484,0.66712385
87,1481.9379,1479.484,38.808617,88,1502.7074,1505.1613,0.33287615
90,1563.7554,1546.873,45.852489,101,1329.4377,1346.3201,0.68421149
101,1329.4377,1346.3201,25.626375,90,1563.7554,1546.873,0.31578851
86,1590.5205,1580.7069,49.307774,99,1547.5035,1557.3171,0.41872227
99,1547.5035,1557.3171,46.92902,86,1590.5205,1580.7069,0.58127773
111,1640.1418,1643.5085,55.375244,106,1569.0609,1565.6942,0.72806376
106,1569.0609,1565.6942,47.786575,111,1640.1418,1643.5085,0.27193624
106,1410.209,1414.5365,32.135937,104,1481.1194,1476.7919,0.54176575
104,1481.1194,1476.7919,38.527142,106,1410.209,1414.5365,0.45823425
91,1504.2413,1492.9279,40.216824,117,1537.2551,1548.5686,0.31741244
117,1537.2551,1548.5686,46.027763,91,1504.2413,1492.9279,0.68258756
113,1539.536,1551.2979,46.309498,94,1564.9137,1553.1519,0.60576874
94,1564.9137,1553.1519,46.500595,113,1539.536,1551.2979,0.39423126
116,1480.397,1475.1039,38.350769,121,1452.4637,1457.7568,0.39774984
121,1452.4637,1457.7568,36.545101,116,1480.397,1475.1039,0.60225016
119,1582.941,1594.0564,50.640835,112,1565.6942,1554.5789,0.3831107
112,1565.6942,1554.5789,46.647514,119,1582.941,1594.0564,0.6168893
100,1434.1411,1425.1235,33.200535,107,1514.88,1523.8976,0.52769059
107,1514.88,1523.8976,43.462349,100,1434.1411,1425.1235,0.47230941
85,1403.0941,1389.0953,29.630796,99,1479.484,1493.4828,0.53392547
99,1479.484,1493.4828,40.275013,85,1403.0941,1389.0953,0.46607453
94,1360.3715,1357.2035,26.617579,103,1506.8778,1510.0458,0.19481766
103,1506.8778,1510.0458,42.012115,94,1360.3715,1357.2035,0.80518234
93,1492.9279,1500.2258,40.982254,83,1505.1613,1497.8633,0.62368649
83,1505.1613,1497.8633,40.734436,93,1492.9279,1500.2258,0.37631351
97,1580.7069,1596.8429,50.9165,83,1546.873,1530.7371,0.40591395
83,1546.873,1530.7371,44.176369,97,1580.7069,1596.8429,0.59408605
113,1569.343,1580.0333,49.239994,106,1539.5461,1528.8558,0.4003225
106,1539.5461,1528.8558,43.980148,113,1569.343,1580.0333,0.5996775
101,1476.7919,1464.5471,37.250221,108,1461.2112,1473.4559,0.66045803
108,1461.2112,1473.4559,38.178677,101,1476.7919,1464.5471,0.33954197
91,1475.1039,1470.6248,37.883255,92,1346.3201,1350.7992,0.54132873
92,1346.3201,1350.7992,26.031881,91,1475.1039,1470.6248,0.45867127
111,1416.3185,1429.7916,33.673531,102,1414.5365,1401.0634,0.36230159
102,1414.5365,1401.0634,30.799212,111,1416.3185,1429.7916,0.63769841
111,1479.0466,1475.6542,38.408257,116,1548.5686,1551.9611,0.27371663
116,1548.5686,1551.9611,46.377884,111,1479.0466,1475.6542,0.72628337
112,1429.7916,1425.1953,33.207794,113,1493.4828,1498.0791,0.55206323
113,1493.4828,1498.0791,40.757072,112,1429.7916,1425.1953,0.44793677
80,1500.2258,1495.1416,40.448975,89,1553.1519,1558.2361,0.29311293
89,1553.1519,1558.2361,47.023365,80,1500.2258,1495.1416,0.70688707
94,1551.2979,1552.7616,46.460388,93,1425.1235,1423.6598,0.78616536
93,1425.1235,1423.6598,33.052658,94,1551.2979,1552.7616,0.21383464
111,1457.7568,1484.0659,39.288147,79,1596.8429,1570.5338,0.44398674
79,1596.8429,1570.5338,48.279282,111,1457.7568,1484.0659,0.55601323
113,1523.8976,1529.6835,44.06649,111,1475.6542,1469.8683,0.42606241
111,1475.6542,1469.8683,37.804375,113,1523.8976,1529.6835,0.57393759
109,1497.8633,1510.4349,42.05291,98,1435.344,1422.7723,0.44626921
98,1435.344,1422.7723,32.963104,109,1497.8633,1510.4349,0.55373079
87,1527.1857,1521.4534,43.206791,96,1554.5789,1560.3112,0.32446349
96,1554.5789,1560.3112,47.236164,87,1527.1857,1521.4534,0.67553651
100,1643.5085,1644.8629,55.499699,92,1357.2035,1355.8491,0.90236217
92,1357.2035,1355.8491,26.493145,100,1643.5085,1644.8629,0.097637832
108,1473.4559,1482.3585,39.109394,101,1389.0953,1380.1927,0.47750831
101,1389.0953,1380.1927,28.774321,108,1473.4559,1482.3585,0.52249169
92,1586.3508,1591.725,50.409481,76,1470.6248,1465.2506,0.77588052
76,1470.6248,1465.2506,37.32341,92,1586.3508,1591.725,0.22411948
91,1530.7371,1537.3738,44.867374,81,1521.4534,1514.8167,0.65228254
81,1521.4534,1514.8167,42.512077,91,1530.7371,1537.3738,0.34771746
72,1580.0333,1550.5737,46.234795,94,1510.0458,1539.5054,0.72681582
94,1510.0458,1539.5054,45.088863,72,1580.0333,1550.5737,0.27318418
96,1350.7992,1346.1985,25.615416,103,1594.0564,1598.6571,0.30477649
103,1594.0564,1598.6571,51.095467,96,1350.7992,1346.1985,0.69522351
107,1557.3171,1561.4772,47.355591,92,1401.0634,1396.9033,0.81383365
92,1401.0634,1396.9033,30.390951,107,1557.3171,1561.4772,0.18616635
93,1551.9611,1534.6625,44.585323,105,1528.8558,1546.1544,0.67010295
105,1528.8558,1546.1544,45.778149,93,1551.9611,1534.6625,0.32989705
92,1510.4349,1516.3003,42.667473,89,1423.6598,1417.7944,0.48097712
89,1423.6598,1417.7944,32.462288,92,1510.4349,1516.3003,0.51902288
113,1546.1544,1533.8551,44.501266,119,1498.0791,1510.3784,0.70106828
119,1498.0791,1510.3784,42.046986,113,1546.1544,1533.8551,0.29893172
96,1355.8491,1350.6241,26.015968,102,1552.7616,1557.9866,0.36403975
102,1552.7616,1557.9866,46.997757,96,1355.8491,1350.6241,0.63596022
101,1425.1953,1419.3413,32.617638,103,1469.8683,1475.7223,0.57895571
103,1469.8683,1475.7223,38.415371,101,1425.1953,1419.3413,0.42104429
111,1598.6571,1605.1063,51.728317,99,1558.2361,1551.7869,0.69175315
99,1558.2361,1551.7869,46.359924,111,1598.6571,1605.1063,0.30824685
99,1396.9033,1392.0381,29.916334,110,1484.0659,1488.9312,0.25399941
110,1484.0659,1488.9312,39.797836,99,1396.9033,1392.0381,0.74600059
84,1539.5054,1530.6042,44.162518,92,1644.8629,1653.764,0.4922905
92,1644.8629,1653.764,56.309944,84,1539.5054,1530.6042,0.5077095
105,1550.5737,1536.4825,44.7747,112,1482.3585,1496.4497,0.72478545
112,1482.3585,1496.4497,40.58617,105,1550.5737,1536.4825,0.27521455
89,1346.1985,1340.7799,25.129618,101,1422.7723,1428.1909,0.26572126
101,1422.7723,1428.1909,33.511105,89,1346.1985,1340.7799,0.73427874
85,1380.1927,1375.8466,28.36035,94,1465.2506,1469.5968,0.256302
94,1465.2506,1469.5968,37.776073,85,1380.1927,1375.8466,0.743698
90,1591.725,1576.5802,48.891796,112,1529.6835,1544.8282,0.44558966
112,1529.6835,1544.8282,45.640873,90,1591.725,1576.5802,0.55441034
88,1495.1416,1477.0358,38.552631,114,1417.7944,1435.9003,0.46744609
114,1417.7944,1435.9003,34.295525,88,1495.1416,1477.0358,0.53255391
87,1340.7799,1338.0686,24.888479,100,1557.9866,1560.6979,0.13871688
100,1557.9866,1560.6979,47.275787,87,1340.7799,1338.0686,0.86128312
100,1469.5968,1476.9243,38.540981,99,1570.5338,1563.2063,0.23926991
99,1570.5338,1563.2063,47.53249,100,1469.5968,1476.9243,0.76073009
100,1533.8551,1540.0972,45.150314,87,1475.7223,1469.4802,0.71305859
87,1475.7223,1469.4802,37.76392,100,1533.8551,1540.0972,0.28694141
82,1534.6625,1512.9348,42.314919,102,1350.6241,1372.3518,0.61863619
102,1350.6241,1372.3518,28.029526,82,1534.6625,1512.9348,0.38136381
108,1516.3003,1522.2345,43.288483,99,1496.4497,1490.5155,0.66594809
99,1496.4497,1490.5155,39.963902,108,1516.3003,1522.2345,0.33405191
111,1514.8167,1511.4132,42.155453,115,1561.4772,1564.8806,0.3006413
115,1561.4772,1564.8806,47.703541,111,1514.8167,1511.4132,0.6993587
95,1375.8466,1390.2389,29.741617,92,1653.764,1639.3717,0.1019752
92,1653.764,1639.3717,54.993252,95,1375.8466,1390.2389,0.8980248
90,1510.3784,1498.1516,40.764679,96,1464.5471,1476.7739,0.69835407
96,1464.5471,1476.7739,38.525265,90,1510.3784,1498.1516,0.30164593
105,1564.8806,1554.2531,46.613983,117,1488.9312,1499.5587,0.46544367
117,1488.9312,1499.5587,40.912277,105,1564.8806,1554.2531,0.53455633
101,1530.6042,1533.5583,44.470364,100,1551.7869,1548.8328,0.61152077
100,1551.7869,1548.8328,46.055054,101,1530.6042,1533.5583,0.38847923
90,1338.0686,1329.3584,24.122738,118,1435.9003,1444.6105,0.24253881
118,1435.9003,1444.6105,35.187859,90,1338.0686,1329.3584,0.75746119
92,1560.6979,1565.6235,47.779362,76,1428.1909,1423.2653,0.79222959
76,1428.1909,1423.2653,33.012836,92,1560.6979,1565.6235,0.20777041
91,1512.9348,1507.7858,41.775166,100,1563.2063,1568.3553,0.29628903
100,1563.2063,1568.3553,48.057758,91,1512.9348,1507.7858,0.70371097
100,1540.0972,1551.1898,46.298355,91,1477.0358,1465.9431,0.4470405
91,1477.0358,1465.9431,37.395477,100,1540.0972,1551.1898,0.5529595
100,1392.0381,1389.2831,29.648979,107,1537.3738,1540.1288,0.19587696
107,1537.3738,1540.1288,45.153599,100,1392.0381,1389.2831,0.80412304
103,1511.4132,1499.5057,40.906719,115,1605.1063,1617.0138,0.50907534
115,1605.1063,1617.0138,52.882282,103,1511.4132,1499.5057,0.49092466
76,1536.4825,1497.7313,40.720596,100,1372.3518,1411.103,0.82060605
100,1372.3518,1411.103,31.793274,76,1536.4825,1497.7313,0.17939395
94,1476.7739,1471.5389,37.978615,106,1560.3112,1565.5461,0.25797403
106,1560.3112,1565.5461,47.771465,94,1476.7739,1471.5389,0.74202597
100,1639.3717,1645.7352,55.579693,83,1548.8328,1542.4692,0.74966574
83,1548.8328,1542.4692,45.396431,100,1639.3717,1645.7352,0.25033426
109,1498.1516,1486.4357,39.53635,118,1544.8282,1556.5442,0.5761416
118,1544.8282,1556.5442,46.849613,109,1498.1516,1486.4357,0.4238584
93,1497.7313,1505.3374,41.518406,88,1419.3413,1411.7352,0.46894079
88,1419.3413,1411.7352,31.856268,93,1497.7313,1505.3374,0.53105921
84,1499.5057,1496.8402,40.627125,89,1617.0138,1619.6793,0.22234082
89,1617.0138,1619.6793,53.13789,84,1499.5057,1496.8402,0.77765918
109,1389.2831,1385.5455,29.287943,117,1490.5155,1494.2531,0.2389605
117,1490.5155,1494.2531,40.355789,109,1389.2831,1385.5455,0.7610395
104,1568.3553,1574.9766,48.729687,92,1533.5583,1526.9371,0.68480742
92,1533.5583,1526.9371,43.779877,104,1568.3553,1574.9766,0.31519258
95,1486.4357,1479.1216,38.770714,107,1499.5587,1506.8728,0.34272176
107,1499.5587,1506.8728,41.679428,95,1486.4357,1479.1216,0.65727824
