pts,elo_i,elo_n,win_equiv,opp_pts,opp_elo_i,opp_elo_n,forecast
97,1410.3508,1417.9901,32.269753,89,1465.491,1457.8517,0.56420213
95,1290.577,1284.6246,20.250675,114,1609.2289,1615.1813,0.22120443
114,1609.2289,1615.1813,52.501755,95,1290.577,1284.6246,0.7787956
78,1365.0946,1354.5005,26.176189,93,1326.3667,1336.9608,0.41272527
93,1326.3667,1336.9608,24.603437,78,1365.0946,1354.5005,0.58727473
105,1497.5718,1514.817,42.290382,89,1656.7219,1639.4767,0.41568908
89,1656.7219,1639.4767,54.806519,105,1497.5718,1514.817,0.58431089
91,1513.0923,1508.215,41.59824,99,1560.126,1565.0033,0.30018985
99,1560.126,1565.0033,47.499836,91,1513.0923,1508.215,0.69981015
100,1367.6764,1378.9641,28.455467,86,1433.4075,1422.1198,0.54915762
86,1433.4075,1422.1198,32.684212,100,1367.6764,1378.9641,0.45084238
101,1462.4493,1466.5778,37.24131,91,1354.5005,1350.3721,0.76799953
91,1354.5005,1350.3721,25.801193,101,1462.4493,1466.5778,0.23200047
79,1417.9901,1407.5009,31.22558,99,1426.9817,1437.4709,0.34809893
99,1426.9817,1437.4709,34.23983,79,1417.9901,1407.5009,0.65190107
109,1627.4755,1628.7189,53.796932,108,1470.39,1469.1466,0.81455791
108,1470.39,1469.1466,37.508663,109,1627.4755,1628.7189,0.18544209
103,1495.9397,1501.2079,40.863274,96,1481.9908,1476.7227,0.65834832
96,1481.9908,1476.7227,38.298798,103,1495.9397,1501.2079,0.34165168
111,1392.2137,1390.2037,29.53327,115,1543.1862,1545.1962,0.19081652
115,1543.1862,1545.1962,45.459732,111,1392.2137,1390.2037,0.80918348
92,1704.6927,1709.4441,60.882519,90,1600.1487,1595.3973,0.50653911
90,1600.1487,1595.3973,50.563961,92,1704.6927,1709.4441,0.49346092
109,1709.4441,1702.6442,60.332394,110,1639.4767,1646.2766,0.72679281
110,1639.4767,1646.2766,55.435169,109,1709.4441,1702.6442,0.27320719
102,1336.9608,1340.9954,24.960421,100,1390.2037,1386.1692,0.56688553
100,1390.2037,1386.1692,29.144302,102,1336.9608,1340.9954,0.43311447
94,1574.4572,1567.0566,47.709633,97,1591.0881,1598.4886,0.6177268
97,1591.0881,1598.4886,50.87001,94,1574.4572,1567.0566,0.3822732
98,1378.9641,1389.6506,29.479811,95,1503.2133,1492.5267,0.21570361
95,1503.2133,1492.5267,39.952885,98,1378.9641,1389.6506,0.78429639
89,1514.817,1508.0106,41.576809,103,1565.0033,1571.8097,0.29639131
103,1565.0033,1571.8097,48.193867,89,1514.817,1508.0106,0.70360869
92,1422.1198,1415.0537,31.976177,105,1454.0419,1461.1079,0.31877553
105,1454.0419,1461.1079,36.673134,92,1422.1198,1415.0537,0.68122447
89,1457.8517,1451.1232,35.640453,96,1615.1813,1621.9098,0.41823682
96,1615.1813,1621.9098,53.148811,89,1457.8517,1451.1232,0.58176315
93,1472.0981,1474.6378,38.081135,84,1284.6246,1282.085,0.83954287
84,1284.6246,1282.085,20.053158,93,1472.0981,1474.6378,0.16045713
114,1476.7227,1494.1366,40.121658,74,1469.1466,1451.7327,0.65004969
74,1469.1466,1451.7327,35.703308,114,1476.7227,1494.1366,0.34995031
102,1508.0106,1499.6342,40.6982,105,1282.085,1290.4614,0.67368209
105,1282.085,1290.4614,20.709553,102,1508.0106,1499.6342,0.32631788
89,1638.9764,1641.0508,54.952713,80,1415.0537,1412.9794,0.86583793
80,1415.0537,1412.9794,31.769373,89,1638.9764,1641.0508,0.13416207
99,1466.5778,1461.8036,36.745308,103,1637.7813,1642.5554,0.39894083
103,1637.7813,1642.5554,55.092079,99,1466.5778,1461.8036,0.6010592
101,1621.9098,1631.0859,54.020611,87,1437.4709,1428.2948,0.61917996
87,1437.4709,1428.2948,33.307243,101,1621.9098,1631.0859,0.38082004
108,1501.2079,1523.0186,43.149143,84,1646.2766,1624.4659,0.43550226
84,1646.2766,1624.4659,53.392921,108,1501.2079,1523.0186,0.56449771
85,1508.215,1489.959,39.683765,111,1628.7189,1646.9749,0.47052673
111,1628.7189,1646.9749,55.499294,85,1508.215,1489.959,0.5294733
105,1595.3973,1598.6027,50.881279,84,1350.3721,1347.1667,0.8793326
84,1350.3721,1347.1667,25.512058,105,1595.3973,1598.6027,0.1206674
83,1642.5554,1646.5557,55.460808,74,1340.9954,1336.9951,0.76138234
74,1340.9954,1336.9951,24.606461,83,1642.5554,1646.5557,0.23861769
91,1451.7327,1447.4545,35.262672,97,1492.5267,1496.8049,0.30778909
97,1492.5267,1496.8049,40.401463,91,1451.7327,1447.4545,0.69221091
109,1461.1079,1455.0072,36.041416,114,1598.4886,1604.5894,0.4464114
114,1598.4886,1604.5894,51.470558,109,1461.1079,1455.0072,0.55358863
116,1461.8036,1468.3652,37.427307,113,1407.5009,1400.9392,0.43461299
113,1407.5009,1400.9392,30.57906,116,1461.8036,1468.3652,0.56538701
89,1641.0508,1646.4207,55.448406,79,1386.1692,1380.7993,0.70921409
79,1386.1692,1380.7993,28.630199,89,1641.0508,1646.4207,0.29078591
103,1598.6027,1603.4529,51.359039,101,1499.6342,1494.7839,0.49851555
101,1499.6342,1494.7839,40.189533,103,1598.6027,1603.4529,0.50148445
107,1567.0566,1568.7943,47.886898,96,1290.4614,1288.7238,0.89732563
96,1290.4614,1288.7238,20.572224,107,1567.0566,1568.7943,0.10267437
121,1604.5894,1608.0464,51.808762,93,1336.9951,1333.5381,0.89245266
93,1336.9951,1333.5381,24.302889,121,1604.5894,1608.0464,0.10754734
78,1523.0186,1532.9421,44.185619,69,1428.2948,1418.3712,0.49240744
69,1428.2948,1418.3712,32.307926,78,1523.0186,1532.9421,0.50759256
100,1571.8097,1577.2023,48.740753,98,1702.6442,1697.2516,0.45574176
98,1702.6442,1697.2516,59.889648,100,1571.8097,1577.2023,0.54425824
92,1451.1232,1464.5022,37.025528,83,1646.9749,1633.5958,0.36545464
83,1646.9749,1633.5958,54.256851,92,1451.1232,1464.5022,0.63454533
106,1545.1962,1537.3335,44.643055,107,1412.9794,1420.842,0.79195452
107,1412.9794,1420.842,32.555782,106,1545.1962,1537.3335,0.20804548
111,1631.0859,1621.7372,53.132294,116,1646.5557,1655.9044,0.61930406
116,1646.5557,1655.9044,56.312115,111,1631.0859,1621.7372,0.38069594
99,1624.4659,1629.5208,53.872803,80,1474.6378,1469.583,0.80816436
80,1474.6378,1469.583,37.554111,99,1624.4659,1629.5208,0.19183564
76,1447.4545,1438.1473,34.308872,82,1494.1366,1503.4437,0.57613385
82,1494.1366,1503.4437,41.097801,76,1447.4545,1438.1473,0.42386615
91,1288.7238,1283.8904,20.193436,102,1577.2023,1582.0356,0.25256673
102,1577.2023,1582.0356,49.228516,91,1288.7238,1283.8904,0.7474333
102,1333.5381,1328.3582,23.852112,113,1608.0464,1613.2263,0.26804766
113,1608.0464,1613.2263,52.312561,102,1333.5381,1328.3582,0.73195231
108,1469.583,1477.1438,38.342785,104,1420.842,1413.2813,0.42676294
104,1420.842,1413.2813,31.799438,108,1469.583,1477.1438,0.57323706
97,1347.1667,1361.903,26.855743,90,1633.5958,1618.8596,0.25480032
90,1633.5958,1618.8596,52.856285,97,1347.1667,1361.903,0.74519968
114,1697.2516,1686.4778,58.98819,120,1496.8049,1507.5787,0.64065713
120,1496.8049,1507.5787,41.531517,114,1697.2516,1686.4778,0.35934287
72,1532.9421,1519.2161,42.751183,83,1568.7943,1582.5204,0.59128124
83,1568.7943,1582.5204,49.277302,72,1532.9421,1519.2161,0.40871876
107,1455.0072,1444.6685,34.976448,113,1468.3652,1478.704,0.6221658
113,1468.3652,1478.704,38.505795,107,1455.0072,1444.6685,0.3778342
111,1380.7993,1377.2097,28.288897,119,1489.959,1493.5486,0.23076087
119,1489.959,1493.5486,40.060009,111,1380.7993,1377.2097,0.76923913
97,1389.6506,1392.4814,29.75386,96,1400.9392,1398.1084,0.62496215
96,1400.9392,1398.1084,30.301819,97,1389.6506,1392.4814,0.37503785
76,1603.4529,1563.0996,47.305019,106,1494.7839,1535.1372,0.76873732
106,1494.7839,1535.1372,44.414379,76,1603.4529,1563.0996,0.23126268
98,1646.4207,1649.2118,55.704178,88,1464.5022,1461.7111,0.83518821
88,1464.5022,1461.7111,36.735706,98,1646.4207,1649.2118,0.16481179
92,1621.7372,1604.611,51.472675,100,1503.4437,1520.5699,0.77843994
100,1503.4437,1520.5699,42.892918,92,1621.7372,1604.611,0.22156006
82,1535.1372,1513.2632,42.127533,94,1418.3712,1440.2452,0.77691972
94,1418.3712,1440.2452,34.523258,82,1535.1372,1513.2632,0.22308028
97,1398.1084,1397.036,30.197063,98,1582.5204,1583.5928,0.16284549
98,1582.5204,1583.5928,49.385147,97,1398.1084,1397.036,0.83715451
103,1655.9044,1666.976,57.300762,95,1613.2263,1602.1548,0.41824758
95,1613.2263,1602.1548,51.231461,103,1655.9044,1666.976,0.58175242
103,1361.903,1358.8309,26.572626,110,1686.4778,1689.5498,0.21538658
110,1686.4778,1689.5498,59.247505,103,1361.903,1358.8309,0.78461343
86,1649.2118,1637.1965,54.594048,96,1507.5787,1519.594,0.55962968
96,1507.5787,1519.594,42.790752,86,1649.2118,1637.1965,0.44037035
114,1582.0356,1590.4761,50.074421,93,1519.2161,1510.7756,0.71854687
93,1519.2161,1510.7756,41.866756,114,1582.0356,1590.4761,0.28145313
90,1618.8596,1621.796,53.137924,72,1377.2097,1374.2733,0.87725568
72,1377.2097,1374.2733,28.011139,90,1618.8596,1621.796,0.12274432
98,1461.7111,1459.3793,36.493912,99,1493.5486,1495.8804,0.31888127
99,1493.5486,1495.8804,40.304508,98,1461.7111,1459.3793,0.68111873
116,1444.6685,1451.8547,35.715897,115,1537.3335,1530.1472,0.24804449
115,1537.3335,1530.1472,43.894058,116,1444.6685,1451.8547,0.75195551
81,1438.1473,1432.6992,33.753906,110,1629.5208,1634.9689,0.15745598
110,1629.5208,1634.9689,54.385674,81,1438.1473,1432.6992,0.84254402
114,1392.4814,1385.8331,29.112007,118,1478.704,1485.3523,0.51981699
118,1478.704,1485.3523,39.201248,114,1392.4814,1385.8331,0.48018301
109,1563.0996,1573.2872,48.343983,77,1477.1438,1466.9562,0.74468207
77,1477.1438,1466.9562,37.280674,109,1563.0996,1573.2872,0.25531793
69,1328.3582,1319.821,23.120058,88,1374.2733,1382.8104,0.30154425
88,1374.2733,1382.8104,28.82225,69,1328.3582,1319.821,0.69845575
98,1689.5498,1690.9771,59.367367,92,1440.2452,1438.818,0.88192207
92,1440.2452,1438.818,34.377365,98,1689.5498,1690.9771,0.11807793
92,1520.5699,1529.4072,43.816814,84,1413.2813,1404.444,0.51048774
84,1413.2813,1404.444,30.923721,92,1520.5699,1529.4072,0.48951226
101,1604.611,1606.6096,51.668392,96,1432.6992,1430.7006,0.8271054
96,1432.6992,1430.7006,33.550991,101,1604.611,1606.6096,0.1728946
86,1583.5928,1567.215,47.725796,99,1397.036,1413.4138,0.62205052
99,1397.036,1413.4138,31.812645,86,1583.5928,1567.215,0.37794948
75,1283.8904,1279.6643,19.866112,90,1637.1965,1641.4226,0.18875083
90,1637.1965,1641.4226,54.987186,75,1283.8904,1279.6643,0.81124914
110,1602.1548,1585.1436,49.540886,117,1451.8547,1468.866,0.80858517
117,1451.8547,1468.866,37.479439,110,1602.1548,1585.1436,0.19141483
101,1358.8309,1374.8113,28.061926,95,1519.594,1503.6136,0.18226558
95,1519.594,1503.6136,41.115627,101,1358.8309,1374.8113,0.81773442
102,1485.3523,1481.9569,38.845917,109,1590.4761,1593.8715,0.23491067
109,1590.4761,1593.8715,50.412476,102,1485.3523,1481.9569,0.76508933
83,1621.796,1605.6555,51.575027,90,1495.8804,1512.0209,0.7859149
90,1495.8804,1512.0209,41.997311,83,1621.796,1605.6555,0.2140851
92,1319.821,1317.4969,22.923147,100,1510.7756,1513.0997,0.15777606
100,1510.7756,1513.0997,42.110401,92,1319.821,1317.4969,0.84222394
92,1529.4072,1522.5128,43.096233,102,1530.1472,1537.0416,0.35895425
102,1530.1472,1537.0416,44.612679,92,1529.4072,1522.5128,0.64104575
101,1634.9689,1627.9142,53.720699,104,1666.976,1674.0306,0.59661937
104,1666.976,1674.0306,57.919292,101,1634.9689,1627.9142,0.40338063
97,1459.3793,1455.0071,36.041405,99,1385.8331,1390.2053,0.46200323
99,1385.8331,1390.2053,29.533422,97,1459.3793,1455.0071,0.53799677
62,1438.818,1433.4429,33.829502,93,1641.4226,1646.7977,0.1490677
93,1641.4226,1646.7977,55.483036,62,1438.818,1433.4429,0.8509323
91,1468.866,1465.7711,37.157425,99,1606.6096,1609.7045,0.20285219
99,1606.6096,1609.7045,51.970417,91,1468.866,1465.7711,0.79714781
97,1593.8715,1585.3885,49.565468,109,1573.2872,1581.7701,0.38766122
109,1573.2872,1581.7701,49.201786,97,1593.8715,1585.3885,0.61233878
107,1382.8104,1390.4539,29.557457,101,1279.6643,1272.0209,0.50452751
101,1279.6643,1272.0209,19.283327,107,1382.8104,1390.4539,0.49547249
105,1690.9771,1694.0713,59.625877,79,1413.4138,1410.3196,0.89783788
79,1413.4138,1410.3196,31.504923,105,1690.9771,1694.0713,0.10216212
125,1522.5128,1533.6606,44.260521,117,1481.9569,1470.8091,0.41527814
117,1481.9569,1470.8091,37.681847,125,1522.5128,1533.6606,0.58472186
106,1585.1436,1589.1525,49.942284,99,1513.2632,1509.2543,0.72897393
99,1513.2632,1509.2543,41.707233,106,1585.1436,1589.1525,0.27102607
103,1567.215,1557.6411,46.74482,108,1374.8113,1384.3851,0.62993044
108,1374.8113,1384.3851,28.973038,103,1567.215,1557.6411,0.37006956
79,1433.4429,1431.4475,33.626781,84,1605.6555,1607.6509,0.17264706
84,1605.6555,1607.6509,51.770149,79,1433.4429,1431.4475,0.82735294
99,1455.0071,1460.9988,36.661816,94,1513.0997,1507.108,0.56001872
94,1513.0997,1507.108,41.482147,99,1455.0071,1460.9988,0.43998128
102,1627.9142,1631.4738,54.057178,93,1503.6136,1500.0541,0.78434646
93,1503.6136,1500.0541,40.742245,102,1627.9142,1631.4738,0.21565354
101,1674.0306,1675.9224,58.083603,76,1317.4969,1315.6052,0.93264323
76,1317.4969,1315.6052,22.763628,101,1674.0306,1675.9224,0.067356765
82,1390.4539,1371.2759,27.728968,110,1512.0209,1531.1989,0.46900237
110,1512.0209,1531.1989,44.003799,82,1390.4539,1371.2759,0.53099763
77,1315.6052,1311.234,22.397655,85,1585.3885,1589.7598,0.27341765
85,1585.3885,1589.7598,50.002937,77,1315.6052,1311.234,0.72658235
110,1404.444,1412.0522,31.677101,104,1500.0541,1492.4458,0.5063172
104,1500.0541,1492.4458,39.944401,110,1404.444,1412.0522,0.4936828
75,1466.9562,1460.4988,36.609962,87,1507.108,1513.5654,0.3085773
87,1507.108,1513.5654,42.159214,75,1466.9562,1460.4988,0.6914227
107,1509.2543,1532.1919,44.107388,89,1537.0416,1514.104,0.32396638
89,1537.0416,1514.104,42.21566,107,1509.2543,1532.1919,0.67603362
98,1470.8091,1463.9448,36.967621,125,1609.7045,1616.5687,0.20178223
125,1609.7045,1616.5687,52.635704,98,1470.8091,1463.9448,0.79821777
103,1430.7006,1438.2444,34.318783,94,1465.7711,1458.2273,0.59236819
94,1465.7711,1458.2273,36.374573,103,1430.7006,1438.2444,0.40763181
89,1646.7977,1650.4094,55.813522,84,1390.2053,1386.5936,0.71124089
84,1390.2053,1386.5936,29.185114,89,1646.7977,1650.4094,0.28875911
87,1581.7701,1571.2435,48.136295,93,1589.1525,1599.6791,0.63021755
93,1589.1525,1599.6791,50.98756,87,1581.7701,1571.2435,0.36978245
87,1675.9224,1670.3441,57.597198,95,1694.0713,1699.6495,0.33623457
95,1694.0713,1699.6495,60.087227,87,1675.9224,1670.3441,0.66376543
91,1557.6411,1553.1853,46.285889,98,1607.6509,1612.1067,0.29660326
98,1607.6509,1612.1067,52.203972,91,1557.6411,1553.1853,0.70339674
83,1533.6606,1526.3268,43.495045,105,1631.4738,1638.8076,0.24255842
105,1631.4738,1638.8076,54.744259,83,1533.6606,1526.3268,0.75744158
119,1531.1989,1539.5016,44.868568,99,1272.0209,1263.7181,0.714288
99,1272.0209,1263.7181,18.663811,119,1531.1989,1539.5016,0.28571197
111,1463.9448,1468.0546,37.39497,107,1458.2273,1454.1176,0.64761204
107,1458.2273,1454.1176,35.949486,111,1463.9448,1468.0546,0.35238796
100,1699.6495,1709.9741,60.925014,85,1532.1919,1521.8673,0.59587759
85,1532.1919,1521.8673,43.028694,100,1699.6495,1709.9741,0.40412241
92,1599.6791,1606.1938,51.62772,84,1616.5687,1610.054,0.61737508
84,1616.5687,1610.054,52.004444,92,1599.6791,1606.1938,0.38262492
103,1589.7598,1596.996,50.722374,96,1650.4094,1643.1732,0.5563888
96,1650.4094,1643.1732,55.149197,103,1589.7598,1596.996,0.4436112
123,1384.3851,1382.6625,28.808102,125,1513.5654,1515.2881,0.21094012
125,1513.5654,1515.2881,42.339745,123,1384.3851,1382.6625,0.78905988
96,1371.2759,1365.6653,27.204575,110,1460.9988,1466.6094,0.25121689
110,1460.9988,1466.6094,37.244598,96,1371.2759,1365.6653,0.74878311
58,1492.4458,1474.1179,38.026882,88,1438.2444,1456.5723,0.43446964
88,1438.2444,1456.5723,36.203262,58,1492.4458,1474.1179,0.56553036
92,1386.5936,1392.7617,29.781052,89,1514.104,1507.9359,0.46049193
89,1514.104,1507.9359,41.568977,92,1386.5936,1392.7617,0.5395081
89,1460.4988,1467.1901,37.305008,86,1612.1067,1605.4154,0.42627171
86,1612.1067,1605.4154,51.551514,89,1460.4988,1467.1901,0.57372832
91,1643.1732,1633.8625,54.281898,93,1515.2881,1524.5988,0.78781623
93,1515.2881,1524.5988,43.314407,91,1643.1732,1633.8625,0.21218377
82,1382.6625,1378.9377,28.452959,93,1521.8673,1525.592,0.20149547
93,1521.8673,1525.592,43.418251,82,1382.6625,1378.9377,0.79850453
87,1412.0522,1405.2947,31.00761,89,1410.3196,1417.0771,0.64235961
89,1410.3196,1417.0771,32.178375,87,1412.0522,1405.2947,0.35764039
100,1431.4475,1436.5421,34.145088,90,1365.6653,1360.5707,0.72198296
90,1365.6653,1360.5707,26.732771,100,1431.4475,1436.5421,0.27801704
93,1474.1179,1485.0815,39.172901,90,1610.054,1599.0903,0.20454001
90,1610.054,1599.0903,50.929447,93,1474.1179,1485.0815,0.79545999
105,1670.3441,1674.0377,57.919907,96,1553.1853,1549.4917,0.77731138
96,1553.1853,1549.4917,45.904434,105,1670.3441,1674.0377,0.22268862
99,1571.2435,1573.0453,48.319416,89,1311.234,1309.4323,0.88818967
89,1311.234,1309.4323,22.247881,99,1571.2435,1573.0453,0.11181033
93,1417.0771,1407.8457,31.259705,115,1468.0546,1477.286,0.29544246
115,1468.0546,1477.286,38.357643,93,1417.0771,1407.8457,0.70455754
101,1456.5723,1454.3195,35.970345,106,1606.1938,1608.4467,0.19202006
106,1606.1938,1608.4467,51.84782,101,1456.5723,1454.3195,0.80797994
99,1596.996,1599.1107,50.931458,97,1507.9359,1505.8212,0.7480647
97,1507.9359,1505.8212,41.347176,99,1596.996,1599.1107,0.2519353
113,1466.6094,1484.5251,39.114658,105,1605.4154,1587.4996,0.20186508
105,1605.4154,1587.4996,49.777004,113,1466.6094,1484.5251,0.79813492
116,1539.5016,1541.4442,45.070431,103,1263.7181,1261.7755,0.89689434
103,1263.7181,1261.7755,18.520905,116,1539.5016,1541.4442,0.10310566
92,1454.1176,1451.8888,35.71941,99,1638.8076,1641.0364,0.16262734
99,1638.8076,1641.0364,54.951374,92,1454.1176,1451.8888,0.83737266
106,1709.9741,1713.8313,61.232574,101,1467.1901,1463.3329,0.69464612
101,1467.1901,1463.3329,36.90406,106,1709.9741,1713.8313,0.30535388
95,1526.3268,1515.5438,42.366543,101,1525.592,1536.375,0.64103884
101,1525.592,1536.375,44.543285,95,1526.3268,1515.5438,0.35896116
90,1360.5707,1367.1226,27.3403,87,1505.8212,1499.2693,0.43524504
87,1505.8212,1499.2693,40.659931,90,1360.5707,1367.1226,0.56475496
94,1477.286,1482.6737,38.920906,89,1309.4323,1304.0446,0.59642655
89,1309.4323,1304.0446,21.803783,94,1477.286,1482.6737,0.40357345
103,1378.9377,1393.9944,29.900776,92,1573.0453,1557.9886,0.36778602
92,1573.0453,1557.9886,46.780556,103,1378.9377,1393.9944,0.63221395
117,1599.1107,1604.4161,51.453571,114,1485.0815,1479.7761,0.52017868
114,1485.0815,1479.7761,38.617863,117,1599.1107,1604.4161,0.47982135
79,1633.8625,1622.8563,53.239315,86,1454.3195,1465.3257,0.61251277
86,1454.3195,1465.3257,37.111115,79,1633.8625,1622.8563,0.38748723
90,1587.4996,1576.7781,48.697834,93,1261.7755,1272.4971,0.78572935
93,1261.7755,1272.4971,19.319286,90,1587.4996,1576.7781,0.21427065
83,1463.3329,1475.6519,38.186985,78,1549.4917,1537.1727,0.25509584
78,1549.4917,1537.1727,44.626324,83,1463.3329,1475.6519,0.74490416
109,1608.4467,1611.0817,52.104412,98,1405.2947,1402.6597,0.85133153
98,1405.2947,1402.6597,30.748058,109,1608.4467,1611.0817,0.14866847
95,1536.375,1528.4362,43.715416,102,1451.8888,1459.8276,0.47768867
102,1451.8888,1459.8276,36.540382,95,1536.375,1528.4362,0.52231133
93,1713.8313,1703.1885,60.376766,98,1484.5251,1495.168,0.67794549
98,1484.5251,1495.168,40.229801,93,1713.8313,1703.1885,0.32205451
89,1599.0903,1600.519,51.070396,86,1407.8457,1406.417,0.84244567
86,1407.8457,1406.417,31.118422,89,1599.0903,1600.519,0.15755433
75,1622.8563,1618.1061,52.78381,81,1641.0364,1645.7866,0.33619457
81,1641.0364,1645.7866,55.390125,75,1622.8563,1618.1061,0.66380543
69,1436.5421,1433.8845,33.87442,84,1674.0377,1676.6953,0.12534267
84,1674.0377,1676.6953,58.150551,69,1436.5421,1433.8845,0.87465733
71,1515.5438,1519.082,42.737148,69,1537.1727,1533.6345,0.6109103
69,1537.1727,1533.6345,44.257801,71,1515.5438,1519.082,0.3890897
95,1392.7617,1385.9988,29.127924,103,1367.1226,1373.8855,0.3945908
103,1367.1226,1373.8855,27.974552,95,1392.7617,1385.9988,0.6054092
94,1600.519,1604.895,51.500523,84,1304.0446,1299.6686,0.75602305
84,1304.0446,1299.6686,21.447269,94,1600.519,1604.895,0.24397697
108,1482.6737,1496.4955,40.369011,94,1402.6597,1388.8379,0.47126955
94,1402.6597,1388.8379,29.401335,108,1482.6737,1496.4955,0.52873045
112,1479.7761,1469.6295,37.558956,118,1499.2693,1509.4159,0.61382866
118,1499.2693,1509.4159,41.724182,112,1479.7761,1469.6295,0.38617134
92,1604.4161,1608.9484,51.896748,85,1557.9886,1553.4564,0.69907653
85,1557.9886,1553.4564,46.313854,92,1604.4161,1608.9484,0.30092347
105,1576.7781,1584.8818,49.514622,76,1459.8276,1451.7239,0.77710372
76,1459.8276,1451.7239,35.7024,105,1576.7781,1584.8818,0.22289628
91,1524.5988,1528.8239,43.755901,82,1433.8845,1429.6594,0.74985504
82,1433.8845,1429.6594,33.445438,91,1524.5988,1528.8239,0.25014496
111,1541.4442,1543.4922,45.283024,107,1393.9944,1391.9464,0.80603284
107,1393.9944,1391.9464,29.701979,111,1541.4442,1543.4922,0.19396716
93,1465.3257,1472.7598,37.885204,76,1406.417,1398.9829,0.71397156
76,1406.417,1398.9829,30.387356,93,1465.3257,1472.7598,0.28602844
124,1703.1885,1695.3145,59.729218,126,1645.7866,1653.6606,0.71219689
126,1645.7866,1653.6606,56.109146,124,1703.1885,1695.3145,0.28780311
85,1618.1061,1610.9718,52.093731,95,1611.0817,1618.2159,0.36930245
95,1611.0817,1618.2159,52.79438,85,1618.1061,1610.9718,0.63069755
98,1528.4362,1524.4091,43.294571,100,1475.6519,1479.679,0.43246639
100,1475.6519,1479.679,38.607704,98,1528.4362,1524.4091,0.56753361
90,1519.082,1521.5403,42.994476,85,1385.9988,1383.5405,0.79277515
85,1385.9988,1383.5405,28.892118,90,1519.082,1521.5403,0.20722485
88,1373.8855,1351.3047,25.885653,110,1398.9829,1421.5637,0.60615396
110,1398.9829,1421.5637,32.6283,88,1373.8855,1351.3047,0.39384604
94,1528.8239,1533.3408,44.227184,88,1299.6686,1295.1516,0.67775583
88,1299.6686,1295.1516,21.083241,94,1528.8239,1533.3408,0.32224417
98,1469.6295,1464.8096,37.057472,107,1533.6345,1538.4545,0.28007519
107,1533.6345,1538.4545,44.759682,98,1469.6295,1464.8096,0.71992481
126,1391.9464,1400.078,30.494606,116,1429.6594,1421.5278,0.58869004
116,1429.6594,1421.5278,32.624691,126,1391.9464,1400.078,0.41130996
118,1608.9484,1610.957,52.092297,95,1272.4971,1270.4884,0.92500764
95,1272.4971,1270.4884,19.167917,118,1608.9484,1610.957,0.074992359
118,1451.7239,1459.0085,36.455498,110,1495.168,1487.8833,0.58067912
110,1495.168,1487.8833,39.466297,118,1451.7239,1459.0085,0.41932088
104,1543.4922,1555.2936,46.503208,83,1553.4564,1541.655,0.62674725
83,1553.4564,1541.655,45.092327,104,1543.4922,1555.2936,0.37325275
109,1604.895,1606.6172,51.669132,103,1388.8379,1387.1157,0.86049062
103,1388.8379,1387.1157,29.235352,109,1604.895,1606.6172,0.13950938
90,1618.2159,1601.0383,51.121563,107,1472.7598,1489.9374,0.56504595
107,1472.7598,1489.9374,39.681499,90,1618.2159,1601.0383,0.43495402
114,1695.3145,1698.1837,59.966583,87,1400.078,1397.2087,0.90679914
87,1400.078,1397.2087,30.213926,114,1695.3145,1698.1837,0.093200862
90,1610.9718,1605.8798,51.596981,92,1496.4955,1501.5875,0.52082103
92,1496.4955,1501.5875,40.903095,90,1610.9718,1605.8798,0.47917897
101,1387.1157,1378.1304,28.376249,109,1489.9374,1498.9227,0.4959394
109,1489.9374,1498.9227,40.623581,101,1387.1157,1378.1304,0.50406063
97,1533.3408,1542.4493,45.174797,92,1509.4159,1500.3074,0.39223593
92,1509.4159,1500.3074,40.768814,97,1533.3408,1542.4493,0.60776407
108,1676.6953,1682.1505,58.619877,100,1653.6606,1648.2054,0.67001313
100,1653.6606,1648.2054,55.612106,108,1676.6953,1682.1505,0.32998687
93,1351.3047,1348.0541,25.591923,101,1479.679,1482.9296,0.21171343
101,1479.679,1482.9296,38.947674,93,1351.3047,1348.0541,0.78828657
76,1270.4884,1258.3323,18.269516,102,1487.8833,1500.0394,0.33720395
102,1487.8833,1500.0394,40.740711,76,1270.4884,1258.3323,0.66279602
100,1555.2936,1559.1949,46.904522,94,1295.1516,1291.2502,0.71541917
94,1295.1516,1291.2502,20.772095,100,1555.2936,1559.1949,0.28458083
88,1524.4091,1516.6372,42.481094,97,1682.1505,1689.9224,0.41766006
97,1682.1505,1689.9224,59.278828,88,1524.4091,1516.6372,0.58233994
83,1482.9296,1473.9767,38.012146,93,1421.5278,1430.4807,0.44468004
93,1421.5278,1430.4807,33.528694,83,1482.9296,1473.9767,0.55531996
93,1421.5637,1410.4835,31.5212,120,1464.8096,1475.8898,0.30479032
120,1464.8096,1475.8898,38.211826,93,1421.5637,1410.4835,0.69520968
99,1610.957,1614.0347,52.390854,90,1459.0085,1455.9309,0.81004953
90,1459.0085,1455.9309,36.136921,99,1610.957,1614.0347,0.18995047
91,1541.655,1548.0021,45.750343,90,1584.8818,1578.5348,0.30481356
90,1584.8818,1578.5348,48.875458,91,1541.655,1548.0021,0.69518644
86,1605.8798,1596.1483,50.638416,103,1606.6172,1616.3486,0.35895765
103,1606.6172,1616.3486,52.614471,86,1605.8798,1596.1483,0.64104235
92,1521.5403,1508.2318,41.600006,104,1383.5405,1396.849,0.55446899
104,1383.5405,1396.849,30.178812,92,1521.5403,1508.2318,0.44553098
