game_id,year_id,team_id,fran_id,pts,elo_i,elo_n,win_equiv,opp_id,opp_fran,opp_pts,opp_elo_i,opp_elo_n,forecast
200610310lal,2007,lal,lakers,114,1553.0189,1560.0155,47.205868,pho,suns,106,1586.724,1579.7274,0.59426481
200610310lal,2007,pho,suns,106,1586.724,1579.7274,49.209198,lal,lakers,114,1553.0189,1560.0155,0.40573519
200610310mia,2007,mia,heat,66,1622.8378,1572.0437,48.432564,chi,bulls,108,1521.9646,1572.7587,0.76066321
200610310mia,2007,chi,bulls,108,1521.9646,1572.7587,48.505074,mia,heat,66,1622.8378,1572.0437,0.23933679
200611010bos,2007,bos,celtics,87,1454.4836,1445.4778,35.277035,nok,pelicans,91,1446.5521,1455.558,0.65051502
200611010bos,2007,nok,pelicans,91,1446.5521,1455.558,36.317318,bos,celtics,87,1454.4836,1445.4778,0.34948498
200611010cha,2007,ind,pacers,106,1491.4143,1500.4463,41.005379,cha,hornets,99,1411.1268,1402.0948,0.47166181
200611010cha,2007,cha,hornets,99,1411.1268,1402.0948,30.90078,ind,pacers,106,1491.4143,1500.4463,0.52833819
200611010cle,2007,was,wizards,94,1541.927,1538.321,44.965832,cle,cavaliers,97,1549.3113,1552.9172,0.35020149
200611010cle,2007,cle,cavaliers,97,1549.3113,1552.9172,46.476425,was,wizards,94,1541.927,1538.321,0.64979851
200611010det,2007,mil,bucks,105,1484.3003,1501.1648,41.080746,det,pistons,97,1595.7813,1578.9167,0.22839743
200611010det,2007,det,pistons,97,1595.7813,1578.9167,49.127537,mil,bucks,105,1484.3003,1501.1648,0.77160257
200611010gsw,2007,gsw,warriors,98,1461.6573,1449.9508,35.737808,lal,lakers,110,1560.0155,1571.722,0.50236279
200611010gsw,2007,lal,lakers,110,1560.0155,1571.722,48.399929,gsw,warriors,98,1461.6573,1449.9508,0.49763721
200611010mem,2007,mem,grizzlies,117,1549.5303,1540.8004,45.223312,nyk,knicks,118,1366.9042,1375.634,0.8357482
200611010mem,2007,nyk,knicks,118,1366.9042,1375.634,28.340179,mem,grizzlies,117,1549.5303,1540.8004,0.1642518
200611010min,2007,min,timberwolves,92,1429.0227,1439.833,34.69767,sac,kings,83,1558.4368,1547.6265,0.45777062
200611010min,2007,sac,kings,83,1558.4368,1547.6265,45.930393,min,timberwolves,92,1429.0227,1439.833,0.54222941
200611010njn,2007,tor,raptors,92,1405.4258,1401.734,30.865234,njn,nets,102,1535.021,1538.7128,0.21054286
200611010njn,2007,njn,nets,102,1535.021,1538.7128,45.006535,tor,raptors,92,1405.4258,1401.734,0.78945714
200611010orl,2007,chi,bulls,94,1572.7587,1560.976,47.304268,orl,magic,109,1507.7406,1519.5233,0.44982636
200611010orl,2007,orl,magic,109,1507.7406,1519.5233,43.004871,chi,bulls,94,1572.7587,1560.976,0.55017364
200611010phi,2007,atl,hawks,75,1381.0496,1375.5571,28.332882,phi,sixers,88,1465.3179,1470.8103,0.25716925
200611010phi,2007,phi,sixers,88,1465.3179,1470.8103,37.902607,atl,hawks,75,1381.0496,1375.5571,0.74283075
200611010pho,2007,lac,clippers,104,1571.698,1565.8588,47.80336,pho,suns,112,1579.7274,1585.5667,0.34935689
200611010pho,2007,pho,suns,112,1579.7274,1585.5667,49.795353,lac,clippers,104,1571.698,1565.8588,0.65064311
200611010sea,2007,sea,thunder,106,1486.6766,1473.391,38.171898,por,trailblazers,110,1317.9036,1331.1892,0.8245064
200611010sea,2007,por,trailblazers,110,1317.9036,1331.1892,24.282547,sea,thunder,106,1486.6766,1473.391,0.1754936
200611010uta,2007,uta,jazz,107,1488.3223,1494.6737,40.399902,hou,rockets,97,1469.3278,1462.9763,0.66485095
200611010uta,2007,hou,rockets,97,1469.3278,1462.9763,37.086891,uta,jazz,107,1488.3223,1494.6737,0.33514905
200611020dal,2007,dal,mavericks,91,1645.2048,1634.0365,54.496517,sas,spurs,97,1632.3387,1643.5071,0.65694499
200611020dal,2007,sas,spurs,97,1632.3387,1643.5071,55.375111,dal,mavericks,91,1645.2048,1634.0365,0.34305501
200611020lac,2007,den,nuggets,95,1480.832,1479.027,38.760818,lac,clippers,96,1565.8588,1567.6638,0.25633615
200611020lac,2007,lac,clippers,96,1565.8588,1567.6638,47.987347,den,nuggets,95,1480.832,1479.027,0.74366385
200611030atl,2007,nyk,knicks,92,1375.634,1368.7146,27.687201,atl,hawks,102,1375.5571,1382.4766,0.36003697
200611030atl,2007,atl,hawks,102,1375.5571,1382.4766,28.99296,nyk,knicks,92,1375.634,1368.7146,0.63996303
200611030bos,2007,bos,celtics,88,1445.4778,1434.6892,34.171951,det,pistons,101,1578.9167,1589.7053,0.4520255
200611030bos,2007,det,pistons,101,1578.9167,1589.7053,50.208549,bos,celtics,88,1445.4778,1434.6892,0.54797447
200611030chi,2007,chi,bulls,88,1560.976,1555.1301,46.704231,sac,kings,89,1547.6265,1553.4723,0.65757185
200611030chi,2007,sac,kings,89,1547.6265,1553.4723,46.533596,chi,bulls,88,1560.976,1555.1301,0.34242815
200611030den,2007,min,timberwolves,112,1439.833,1448.5179,35.590054,den,nuggets,109,1479.027,1470.342,0.30975503
200611030den,2007,den,nuggets,109,1479.027,1470.342,37.853775,min,timberwolves,112,1439.833,1448.5179,0.69024497
200611030gsw,2007,por,trailblazers,89,1331.1892,1326.5781,23.881227,gsw,warriors,102,1449.9508,1454.5619,0.22109562
200611030gsw,2007,gsw,warriors,102,1449.9508,1454.5619,36.214222,por,trailblazers,89,1331.1892,1326.5781,0.77890438
200611030ind,2007,nok,pelicans,100,1455.558,1470.9105,37.913059,ind,pacers,91,1500.4463,1485.0938,0.30279064
200611030ind,2007,ind,pacers,91,1500.4463,1485.0938,39.395786,nok,pelicans,100,1455.558,1470.9105,0.69720936
200611030lal,2007,lal,lakers,118,1571.722,1574.9523,48.72723,sea,thunder,112,1473.391,1470.1608,0.75798893
200611030lal,2007,sea,thunder,112,1473.391,1470.1608,37.834873,lal,lakers,118,1571.722,1574.9523,0.24201107
200611030mem,2007,cha,hornets,83,1402.0948,1397.9393,30.492418,mem,grizzlies,96,1540.8004,1544.9559,0.2019583
200611030mem,2007,mem,grizzlies,96,1540.8004,1544.9559,45.654095,cha,hornets,83,1402.0948,1397.9393,0.7980417
200611030mia,2007,njn,nets,85,1538.7128,1534.2825,44.545761,mia,heat,91,1572.0437,1576.474,0.31701702
200611030mia,2007,mia,heat,91,1572.0437,1576.474,48.881069,njn,nets,85,1538.7128,1534.2825,0.68298298
200611030orl,2007,orl,magic,103,1519.5233,1511.8251,42.19862,phi,sixers,105,1470.8103,1478.5085,0.701837
200611030orl,2007,phi,sixers,105,1470.8103,1478.5085,38.706604,orl,magic,103,1519.5233,1511.8251,0.298163
200611030pho,2007,pho,suns,104,1585.5667,1574.3695,48.668255,uta,jazz,108,1494.6737,1505.8708,0.75004798
200611030pho,2007,uta,jazz,108,1494.6737,1505.8708,41.574352,pho,suns,104,1585.5667,1574.3695,0.24995202
200611030sas,2007,cle,cavaliers,88,1552.9172,1567.801,48.00132,sas,spurs,81,1643.5071,1628.6233,0.25027931
200611030sas,2007,sas,spurs,81,1643.5071,1628.6233,53.987942,cle,cavaliers,88,1552.9172,1567.801,0.74972069
200611030tor,2007,mil,bucks,92,1501.1648,1486.548,39.548115,tor,raptors,109,1401.734,1416.3508,0.49918085
200611030tor,2007,tor,raptors,109,1401.734,1416.3508,32.317535,mil,bucks,92,1501.1648,1486.548,0.50081915
200611040cha,2007,cha,hornets,92,1397.9393,1405.9672,31.283245,cle,cavaliers,88,1567.801,1559.7732,0.40079439
200611040cha,2007,cle,cavaliers,88,1567.801,1559.7732,47.18103,cha,hornets,92,1397.9393,1405.9672,0.59920561
200611040det,2007,mem,grizzlies,86,1544.9559,1539.6702,45.10598,det,pistons,95,1589.7053,1594.9911,0.3029595
200611040det,2007,det,pistons,95,1589.7053,1594.9911,50.733406,mem,grizzlies,86,1544.9559,1539.6702,0.6970405
200611040hou,2007,dal,mavericks,76,1634.0365,1605.5037,51.767132,hou,rockets,107,1462.9763,1491.5092,0.60086131
200611040hou,2007,hou,rockets,107,1462.9763,1491.5092,40.068073,dal,mavericks,76,1634.0365,1605.5037,0.39913866
200611040lac,2007,lac,clippers,114,1567.6638,1572.9724,48.526741,pho,suns,108,1574.3695,1569.0609,0.63112479
200611040lac,2007,pho,suns,108,1574.3695,1569.0609,48.129551,lac,clippers,114,1567.6638,1572.9724,0.36887521
200611040mil,2007,sac,kings,91,1553.4723,1542.6683,45.417072,mil,bucks,104,1486.548,1497.3519,0.45254356
200611040mil,2007,mil,bucks,104,1486.548,1497.3519,40.680801,sac,kings,91,1553.4723,1542.6683,0.54745644
200611040nyk,2007,nyk,knicks,95,1368.7146,1356.6173,26.563686,ind,pacers,109,1485.0938,1497.191,0.47644594
200611040nyk,2007,ind,pacers,109,1485.0938,1497.191,40.663925,nyk,knicks,95,1368.7146,1356.6173,0.52355409
200611040por,2007,min,timberwolves,86,1448.5179,1443.2896,35.052151,por,trailblazers,88,1326.5781,1331.8065,0.53153205
200611040por,2007,por,trailblazers,88,1326.5781,1331.8065,24.336569,min,timberwolves,86,1448.5179,1443.2896,0.46846795
200611040uta,2007,uta,jazz,106,1505.8708,1515.6731,42.601788,gsw,warriors,82,1454.5619,1444.7596,0.70495462
200611040uta,2007,gsw,warriors,82,1454.5619,1444.7596,35.203194,uta,jazz,106,1505.8708,1515.6731,0.29504538
200611040was,2007,was,wizards,124,1538.321,1541.7422,45.32103,bos,celtics,117,1434.6892,1431.2681,0.76354229
200611040was,2007,bos,celtics,117,1434.6892,1431.2681,33.823559,was,wizards,124,1538.321,1541.7422,0.23645771
200611050atl,2007,atl,hawks,95,1382.4766,1396.0813,30.310543,orl,magic,82,1511.8251,1498.2203,0.45786428
200611050atl,2007,orl,magic,82,1511.8251,1498.2203,40.771889,atl,hawks,95,1382.4766,1396.0813,0.54213572
200611050nok,2007,nok,pelicans,96,1470.9105,1476.5481,38.501663,hou,rockets,90,1491.5092,1485.8716,0.61231911
200611050nok,2007,hou,rockets,90,1491.5092,1485.8716,39.477257,nok,pelicans,96,1470.9105,1476.5481,0.38768089
200611050phi,2007,mia,heat,98,1576.474,1566.8129,47.900646,phi,sixers,107,1478.5085,1488.1697,0.4970721
200611050phi,2007,phi,sixers,107,1478.5085,1488.1697,39.718033,mia,heat,98,1576.474,1566.8129,0.5029279
200611050sea,2007,lal,lakers,101,1574.9523,1560.645,47.27037,sea,thunder,117,1470.1608,1484.468,0.50689507
200611050sea,2007,sea,thunder,117,1470.1608,1484.468,39.330254,lal,lakers,101,1574.9523,1560.645,0.4931049
200611050tor,2007,tor,raptors,94,1416.3508,1410.209,31.704268,sas,spurs,103,1628.6233,1634.7651,0.34382555
200611050tor,2007,sas,spurs,103,1628.6233,1634.7651,54.564625,tor,raptors,94,1416.3508,1410.209,0.65617442
200611060chi,2007,chi,bulls,110,1555.1301,1564.9137,47.706917,mil,bucks,85,1497.3519,1487.5684,0.71264076
200611060chi,2007,mil,bucks,85,1497.3519,1487.5684,39.655022,chi,bulls,110,1555.1301,1564.9137,0.28735924
200611060dal,2007,dal,mavericks,104,1605.5037,1593.9507,50.63036,gsw,warriors,107,1444.7596,1456.3126,0.81771809
200611060dal,2007,gsw,warriors,107,1444.7596,1456.3126,36.395458,dal,mavericks,104,1605.5037,1593.9507,0.18228191
200611060lac,2007,por,trailblazers,89,1331.8065,1329.4377,24.129652,lac,clippers,102,1572.9724,1575.3412,0.12304467
200611060lac,2007,lac,clippers,102,1572.9724,1575.3412,48.766571,por,trailblazers,89,1331.8065,1329.4377,0.87695533
200611060nyk,2007,sas,spurs,105,1634.7651,1640.1418,55.064575,nyk,knicks,93,1356.6173,1351.2406,0.7360428
200611060nyk,2007,nyk,knicks,93,1356.6173,1351.2406,26.072027,sas,spurs,105,1634.7651,1640.1418,0.2639572
200611060orl,2007,was,wizards,103,1541.7422,1537.2551,44.855042,orl,magic,106,1498.2203,1502.7074,0.41942984
200611060orl,2007,orl,magic,106,1498.2203,1502.7074,41.242554,was,wizards,103,1541.7422,1537.2551,0.58057016
200611060sac,2007,min,timberwolves,81,1443.2896,1438.4543,34.556549,sac,kings,93,1542.6683,1547.5035,0.24090642
200611060sac,2007,sac,kings,93,1542.6683,1547.5035,45.917686,min,timberwolves,81,1443.2896,1438.4543,0.75909358
200611060uta,2007,uta,jazz,103,1515.6731,1520.1437,43.069786,det,pistons,101,1594.9911,1590.5205,0.52972871
200611060uta,2007,det,pistons,101,1594.9911,1590.5205,50.289707,uta,jazz,103,1515.6731,1520.1437,0.47027129
200611070cle,2007,atl,hawks,104,1396.0813,1416.3185,32.314297,cle,cavaliers,95,1559.7732,1539.536,0.17976618
200611070cle,2007,cle,cavaliers,95,1559.7732,1539.536,45.092045,atl,hawks,104,1396.0813,1416.3185,0.82023382
200611070ind,2007,ind,pacers,97,1497.191,1504.2413,41.40345,phi,sixers,86,1488.1697,1481.1194,0.65193993
200611070ind,2007,phi,sixers,86,1488.1697,1481.1194,38.97971,ind,pacers,97,1497.191,1504.2413,0.34806007
200611070lal,2007,min,timberwolves,88,1438.4543,1435.344,34.238747,lal,lakers,95,1560.645,1563.7554,0.21771497
200611070lal,2007,lal,lakers,95,1560.645,1563.7554,47.588608,min,timberwolves,88,1438.4543,1435.344,0.78228503
200611070mem,2007,mem,grizzlies,80,1539.6702,1527.1857,43.805828,hou,rockets,86,1485.8716,1498.3561,0.70792669
200611070mem,2007,hou,rockets,86,1485.8716,1498.3561,40.786125,mem,grizzlies,80,1539.6702,1527.1857,0.29207331
200611070mia,2007,mia,heat,90,1566.8129,1569.343,48.158245,sea,thunder,87,1484.468,1481.9379,0.74070984
200611070mia,2007,sea,thunder,87,1484.468,1481.9379,39.065365,mia,heat,90,1566.8129,1569.343,0.25929016
200611070nok,2007,nok,pelicans,97,1476.5481,1480.397,38.904121,gsw,warriors,93,1456.3126,1452.4637,0.66644084
200611070nok,2007,gsw,warriors,93,1456.3126,1452.4637,35.997276,nok,pelicans,97,1476.5481,1480.397,0.33355916
200611080bos,2007,bos,celtics,110,1431.2681,1434.1411,34.116066,cha,hornets,108,1405.9672,1403.0941,0.67289102
200611080bos,2007,cha,hornets,108,1405.9672,1403.0941,30.9993,bos,celtics,110,1431.2681,1434.1411,0.32710898
200611080den,2007,nyk,knicks,109,1351.2406,1360.3715,26.909817,den,nuggets,107,1470.342,1461.2112,0.22075891
200611080den,2007,den,nuggets,107,1470.342,1461.2112,36.903503,nyk,knicks,109,1351.2406,1360.3715,0.77924109
200611080lac,2007,lac,clippers,103,1575.3412,1586.3508,49.873791,dal,mavericks,85,1593.9507,1582.941,0.61503375
200611080lac,2007,dal,mavericks,85,1593.9507,1582.941,49.532238,lac,clippers,103,1575.3412,1586.3508,0.38496625
200611080mil,2007,mil,bucks,93,1487.5684,1479.0466,38.762875,hou,rockets,97,1498.3561,1506.8778,0.62563765
200611080mil,2007,hou,rockets,97,1498.3561,1506.8778,41.679955,mil,bucks,93,1487.5684,1479.0466,0.37436235
200611080njn,2007,uta,jazz,89,1520.1437,1514.88,42.518715,njn,nets,96,1534.2825,1539.5461,0.34140581
200611080njn,2007,njn,nets,96,1534.2825,1539.5461,45.093098,uta,jazz,89,1520.1437,1514.88,0.65859419
200611080orl,2007,orl,magic,88,1502.7074,1505.1613,41.499931,sea,thunder,87,1481.9379,1479.484,0.66712385
200611080orl,2007,sea,thunder,87,1481.9379,1479.484,38.808617,orl,magic,88,1502.7074,1505.1613,0.33287615
200611080por,2007,lal,lakers,90,1563.7554,1546.873,45.852489,por,trailblazers,101,1329.4377,1346.3201,0.68421149
200611080por,2007,por,trailblazers,101,1329.4377,1346.3201,25.626375,lal,lakers,90,1563.7554,1546.873,0.31578851
200611080sac,2007,det,pistons,86,1590.5205,1580.7069,49.307774,sac,kings,99,1547.5035,1557.3171,0.41872227
200611080sac,2007,sac,kings,99,1547.5035,1557.3171,46.92902,det,pistons,86,1590.5205,1580.7069,0.58127773
200611080sas,2007,sas,spurs,111,1640.1418,1643.5085,55.375244,pho,suns,106,1569.0609,1565.6942,0.72806376
200611080sas,2007,pho,suns,106,1569.0609,1565.6942,47.786575,sas,spurs,111,1640.1418,1643.5085,0.27193624
200611080tor,2007,tor,raptors,106,1410.209,1414.5365,32.135937,phi,sixers,104,1481.1194,1476.7919,0.54176575
200611080tor,2007,phi,sixers,104,1481.1194,1476.7919,38.527142,tor,raptors,106,1410.209,1414.5365,0.45823425
200611080was,2007,ind,pacers,91,1504.2413,1492.9279,40.216824,was,wizards,117,1537.2551,1548.5686,0.31741244
200611080was,2007,was,wizards,117,1537.2551,1548.5686,46.027763,ind,pacers,91,1504.2413,1492.9279,0.68258756
200611090cle,2007,cle,cavaliers,113,1539.536,1551.2979,46.309498,chi,bulls,94,1564.9137,1553.1519,0.60576874
200611090cle,2007,chi,bulls,94,1564.9137,1553.1519,46.500595,cle,cavaliers,113,1539.536,1551.2979,0.39423126
200611090gsw,2007,nok,pelicans,116,1480.397,1475.1039,38.350769,gsw,warriors,121,1452.4637,1457.7568,0.39774984
200611090gsw,2007,gsw,warriors,121,1452.4637,1457.7568,36.545101,nok,pelicans,116,1480.397,1475.1039,0.60225016
200611090pho,2007,dal,mavericks,119,1582.941,1594.0564,50.640835,pho,suns,112,1565.6942,1554.5789,0.3831107
200611090pho,2007,pho,suns,112,1565.6942,1554.5789,46.647514,dal,mavericks,119,1582.941,1594.0564,0.6168893
200611100bos,2007,bos,celtics,100,1434.1411,1425.1235,33.200535,uta,jazz,107,1514.88,1523.8976,0.52769059
200611100bos,2007,uta,jazz,107,1514.88,1523.8976,43.462349,bos,celtics,100,1434.1411,1425.1235,0.47230941
200611100cha,2007,cha,hornets,85,1403.0941,1389.0953,29.630796,sea,thunder,99,1479.484,1493.4828,0.53392547
200611100cha,2007,sea,thunder,99,1479.484,1493.4828,40.275013,cha,hornets,85,1403.0941,1389.0953,0.46607453
200611100hou,2007,nyk,knicks,94,1360.3715,1357.2035,26.617579,hou,rockets,103,1506.8778,1510.0458,0.19481766
200611100hou,2007,hou,rockets,103,1506.8778,1510.0458,42.012115,nyk,knicks,94,1360.3715,1357.2035,0.80518234
200611100ind,2007,ind,pacers,93,1492.9279,1500.2258,40.982254,orl,magic,83,1505.1613,1497.8633,0.62368649
200611100ind,2007,orl,magic,83,1505.1613,1497.8633,40.734436,ind,pacers,93,1492.9279,1500.2258,0.37631351
200611100lal,2007,det,pistons,97,1580.7069,1596.8429,50.9165,lal,lakers,83,1546.873,1530.7371,0.40591395
200611100lal,2007,lal,lakers,83,1546.873,1530.7371,44.176369,det,pistons,97,1580.7069,1596.8429,0.59408605
200611100njn,2007,mia,heat,113,1569.343,1580.0333,49.239994,njn,nets,106,1539.5461,1528.8558,0.4003225
200611100njn,2007,njn,nets,106,1539.5461,1528.8558,43.980148,mia,heat,113,1569.343,1580.0333,0.5996775
200611100phi,2007,phi,sixers,101,1476.7919,1464.5471,37.250221,den,nuggets,108,1461.2112,1473.4559,0.66045803
200611100phi,2007,den,nuggets,108,1461.2112,1473.4559,38.178677,phi,sixers,101,1476.7919,1464.5471,0.33954197
200611100por,2007,nok,pelicans,91,1475.1039,1470.6248,37.883255,por,trailblazers,92,1346.3201,1350.7992,0.54132873
200611100por,2007,por,trailblazers,92,1346.3201,1350.7992,26.031881,nok,pelicans,91,1475.1039,1470.6248,0.45867127
200611100tor,2007,atl,hawks,111,1416.3185,1429.7916,33.673531,tor,raptors,102,1414.5365,1401.0634,0.36230159
200611100tor,2007,tor,raptors,102,1414.5365,1401.0634,30.799212,atl,hawks,111,1416.3185,1429.7916,0.63769841
200611100was,2007,mil,bucks,111,1479.0466,1475.6542,38.408257,was,wizards,116,1548.5686,1551.9611,0.27371663
200611100was,2007,was,wizards,116,1548.5686,1551.9611,46.377884,mil,bucks,111,1479.0466,1475.6542,0.72628337
200611110atl,2007,atl,hawks,112,1429.7916,1425.1953,33.207794,sea,thunder,113,1493.4828,1498.0791,0.55206323
200611110atl,2007,sea,thunder,113,1493.4828,1498.0791,40.757072,atl,hawks,112,1429.7916,1425.1953,0.44793677
200611110chi,2007,ind,pacers,80,1500.2258,1495.1416,40.448975,chi,bulls,89,1553.1519,1558.2361,0.29311293
200611110chi,2007,chi,bulls,89,1553.1519,1558.2361,47.023365,ind,pacers,80,1500.2258,1495.1416,0.70688707
200611110cle,2007,cle,cavaliers,94,1551.2979,1552.7616,46.460388,bos,celtics,93,1425.1235,1423.6598,0.78616536
200611110cle,2007,bos,celtics,93,1425.1235,1423.6598,33.052658,cle,cavaliers,94,1551.2979,1552.7616,0.21383464
200611110gsw,2007,gsw,warriors,111,1457.7568,1484.0659,39.288147,det,pistons,79,1596.8429,1570.5338,0.44398674
200611110gsw,2007,det,pistons,79,1596.8429,1570.5338,48.279282,gsw,warriors,111,1457.7568,1484.0659,0.55601323
200611110mil,2007,uta,jazz,113,1523.8976,1529.6835,44.06649,mil,bucks,111,1475.6542,1469.8683,0.42606241
200611110mil,2007,mil,bucks,111,1475.6542,1469.8683,37.804375,uta,jazz,113,1523.8976,1529.6835,0.57393759
200611110min,2007,orl,magic,109,1497.8633,1510.4349,42.05291,min,timberwolves,98,1435.344,1422.7723,0.44626921
200611110min,2007,min,timberwolves,98,1435.344,1422.7723,32.963104,orl,magic,109,1497.8633,1510.4349,0.55373079
200611110pho,2007,mem,grizzlies,87,1527.1857,1521.4534,43.206791,pho,suns,96,1554.5789,1560.3112,0.32446349
200611110pho,2007,pho,suns,96,1554.5789,1560.3112,47.236164,mem,grizzlies,87,1527.1857,1521.4534,0.67553651
200611110sas,2007,sas,spurs,100,1643.5085,1644.8629,55.499699,nyk,knicks,92,1357.2035,1355.8491,0.90236217
200611110sas,2007,nyk,knicks,92,1357.2035,1355.8491,26.493145,sas,spurs,100,1643.5085,1644.8629,0.097637832
200611120cha,2007,den,nuggets,108,1473.4559,1482.3585,39.109394,cha,hornets,101,1389.0953,1380.1927,0.47750831
200611120cha,2007,cha,hornets,101,1389.0953,1380.1927,28.774321,den,nuggets,108,1473.4559,1482.3585,0.52249169
200611120lac,2007,lac,clippers,92,1586.3508,1591.725,50.409481,nok,pelicans,76,1470.6248,1465.2506,0.77588052
200611120lac,2007,nok,pelicans,76,1470.6248,1465.2506,37.32341,lac,clippers,92,1586.3508,1591.725,0.22411948
200611120lal,2007,lal,lakers,91,1530.7371,1537.3738,44.867374,mem,grizzlies,81,1521.4534,1514.8167,0.65228254
200611120lal,2007,mem,grizzlies,81,1521.4534,1514.8167,42.512077,lal,lakers,91,1530.7371,1537.3738,0.34771746
200611120mia,2007,mia,heat,72,1580.0333,1550.5737,46.234795,hou,rockets,94,1510.0458,1539.5054,0.72681582
200611120mia,2007,hou,rockets,94,1510.0458,1539.5054,45.088863,mia,heat,72,1580.0333,1550.5737,0.27318418
200611120por,2007,por,trailblazers,96,1350.7992,1346.1985,25.615416,dal,mavericks,103,1594.0564,1598.6571,0.30477649
200611120por,2007,dal,mavericks,103,1594.0564,1598.6571,51.095467,por,trailblazers,96,1350.7992,1346.1985,0.69522351
200611120sac,2007,sac,kings,107,1557.3171,1561.4772,47.355591,tor,raptors,92,1401.0634,1396.9033,0.81383365
200611120sac,2007,tor,raptors,92,1401.0634,1396.9033,30.390951,sac,kings,107,1557.3171,1561.4772,0.18616635
200611120was,2007,was,wizards,93,1551.9611,1534.6625,44.585323,njn,nets,105,1528.8558,1546.1544,0.67010295
200611120was,2007,njn,nets,105,1528.8558,1546.1544,45.778149,was,wizards,93,1551.9611,1534.6625,0.32989705
200611130bos,2007,orl,magic,92,1510.4349,1516.3003,42.667473,bos,celtics,89,1423.6598,1417.7944,0.48097712
200611130bos,2007,bos,celtics,89,1423.6598,1417.7944,32.462288,orl,magic,92,1510.4349,1516.3003,0.51902288
200611130njn,2007,njn,nets,113,1546.1544,1533.8551,44.501266,sea,thunder,119,1498.0791,1510.3784,0.70106828
200611130njn,2007,sea,thunder,119,1498.0791,1510.3784,42.046986,njn,nets,113,1546.1544,1533.8551,0.29893172
200611130nyk,2007,nyk,knicks,96,1355.8491,1350.6241,26.015968,cle,cavaliers,102,1552.7616,1557.9866,0.36403975
200611130nyk,2007,cle,cavaliers,102,1552.7616,1557.9866,46.997757,nyk,knicks,96,1355.8491,1350.6241,0.63596022
200611140atl,2007,atl,hawks,101,1425.1953,1419.3413,32.617638,mil,bucks,103,1469.8683,1475.7223,0.57895571
200611140atl,2007,mil,bucks,103,1469.8683,1475.7223,38.415371,atl,hawks,101,1425.1953,1419.3413,0.42104429
200611140dal,2007,dal,mavericks,111,1598.6571,1605.1063,51.728317,chi,bulls,99,1558.2361,1551.7869,0.69175315
200611140dal,2007,chi,bulls,99,1558.2361,1551.7869,46.359924,dal,mavericks,111,1598.6571,1605.1063,0.30824685
200611140gsw,2007,tor,raptors,99,1396.9033,1392.0381,29.916334,gsw,warriors,110,1484.0659,1488.9312,0.25399941
200611140gsw,2007,gsw,warriors,110,1484.0659,1488.9312,39.797836,tor,raptors,99,1396.9033,1392.0381,0.74600059
200611140hou,2007,hou,rockets,84,1539.5054,1530.6042,44.162518,sas,spurs,92,1644.8629,1653.764,0.4922905
200611140hou,2007,sas,spurs,92,1644.8629,1653.764,56.309944,hou,rockets,84,1539.5054,1530.6042,0.5077095
200611140mia,2007,mia,heat,105,1550.5737,1536.4825,44.7747,den,nuggets,112,1482.3585,1496.4497,0.72478545
200611140mia,2007,den,nuggets,112,1482.3585,1496.4497,40.58617,mia,heat,105,1550.5737,1536.4825,0.27521455
200611140min,2007,por,trailblazers,89,1346.1985,1340.7799,25.129618,min,timberwolves,101,1422.7723,1428.1909,0.26572126
200611140min,2007,min,timberwolves,101,1422.7723,1428.1909,33.511105,por,trailblazers,89,1346.1985,1340.7799,0.73427874
200611140nok,2007,cha,hornets,85,1380.1927,1375.8466,28.36035,nok,pelicans,94,1465.2506,1469.5968,0.256302
200611140nok,2007,nok,pelicans,94,1465.2506,1469.5968,37.776073,cha,hornets,85,1380.1927,1375.8466,0.743698
200611140uta,2007,lac,clippers,90,1591.725,1576.5802,48.891796,uta,jazz,112,1529.6835,1544.8282,0.44558966
200611140uta,2007,uta,jazz,112,1529.6835,1544.8282,45.640873,lac,clippers,90,1591.725,1576.5802,0.55441034
200611150bos,2007,ind,pacers,88,1495.1416,1477.0358,38.552631,bos,celtics,114,1417.7944,1435.9003,0.46744609
200611150bos,2007,bos,celtics,114,1417.7944,1435.9003,34.295525,ind,pacers,88,1495.1416,1477.0358,0.53255391
200611150cle,2007,por,trailblazers,87,1340.7799,1338.0686,24.888479,cle,cavaliers,100,1557.9866,1560.6979,0.13871688
200611150cle,2007,cle,cavaliers,100,1557.9866,1560.6979,47.275787,por,trailblazers,87,1340.7799,1338.0686,0.86128312
200611150det,2007,nok,pelicans,100,1469.5968,1476.9243,38.540981,det,pistons,99,1570.5338,1563.2063,0.23926991
200611150det,2007,det,pistons,99,1570.5338,1563.2063,47.53249,nok,pelicans,100,1469.5968,1476.9243,0.76073009
200611150njn,2007,njn,nets,100,1533.8551,1540.0972,45.150314,mil,bucks,87,1475.7223,1469.4802,0.71305859
200611150njn,2007,mil,bucks,87,1475.7223,1469.4802,37.76392,njn,nets,100,1533.8551,1540.0972,0.28694141
200611150nyk,2007,was,wizards,82,1534.6625,1512.9348,42.314919,nyk,knicks,102,1350.6241,1372.3518,0.61863619
200611150nyk,2007,nyk,knicks,102,1350.6241,1372.3518,28.029526,was,wizards,82,1534.6625,1512.9348,0.38136381
200611150orl,2007,orl,magic,108,1516.3003,1522.2345,43.288483,den,nuggets,99,1496.4497,1490.5155,0.66594809
