game_id,year_id,team_id,fran_id,pts,elo_i,elo_n,win_equiv,opp_id,opp_fran,opp_pts,opp_elo_i,opp_elo_n,forecast
200612060chi,2007,phi,sixers,94,1433.5679,1426.0139,33.290592,chi,bulls,121,1554.1252,1561.6792,0.21932054
200612060cle,2007,cle,cavaliers,95,1532.2856,1534.9244,44.612591,tor,raptors,91,1433.7222,1431.0834,0.75823426
200612060cle,2007,tor,raptors,91,1433.7222,1431.0834,33.804779,cle,cavaliers,95,1532.2856,1534.9244,0.24176574
200612060den,2007,atl,hawks,98,1407.441,1416.6648,32.348999,den,nuggets,96,1531.0841,1521.8604,0.21629441
200612060den,2007,den,nuggets,96,1531.0841,1521.8604,43.249355,atl,hawks,98,1407.441,1416.6648,0.78370559
200612060ind,2007,orl,magic,80,1561.442,1549.0157,46.073956,ind,pacers,94,1470.7167,1483.1429,0.48665589
200612060ind,2007,ind,pacers,94,1470.7167,1483.1429,39.191509,orl,magic,80,1561.442,1549.0157,0.51334411
200612060lal,2007,nok,pelicans,105,1440.9569,1468.3502,37.646152,lal,lakers,89,1573.9327,1546.5394,0.20732647
200612060lal,2007,lal,lakers,89,1573.9327,1546.5394,45.817982,nok,pelicans,105,1440.9569,1468.3502,0.79267353
200612060mil,2007,mil,bucks,102,1457.631,1461.1219,36.894238,por,trailblazers,94,1343.0382,1339.5472,0.77474403
200612060mil,2007,por,trailblazers,94,1343.0382,1339.5472,25.019825,mil,bucks,102,1457.631,1461.1219,0.22525597
200612060min,2007,min,timberwolves,90,1445.5907,1453.7893,36.134308,hou,rockets,84,1561.7683,1553.5697,0.47673535
200612060min,2007,hou,rockets,84,1561.7683,1553.5697,46.543629,min,timberwolves,90,1445.5907,1453.7893,0.52326465
200612060nyk,2007,was,wizards,113,1500.6053,1512.0387,42.221008,nyk,knicks,102,1410.9418,1399.5084,0.48512906
200612060nyk,2007,nyk,knicks,102,1410.9418,1399.5084,30.646355,was,wizards,113,1500.6053,1512.0387,0.51487094
200612070dal,2007,dal,mavericks,82,1656.5659,1638.6315,54.924603,det,pistons,92,1575.6987,1593.6332,0.73907286
200612070dal,2007,det,pistons,92,1575.6987,1593.6332,50.598885,dal,mavericks,82,1656.5659,1638.6315,0.26092714
200612070njn,2007,pho,suns,161,1604.7203,1610.4666,52.250179,njn,nets,157,1479.3242,1473.578,0.53648299
200612070njn,2007,njn,nets,157,1479.3242,1473.578,38.191422,pho,suns,161,1604.7203,1610.4666,0.46351701
200612070sac,2007,sac,kings,91,1529.9012,1522.5339,43.319794,mia,heat,93,1497.6088,1504.9761,0.6816873
200612070sac,2007,mia,heat,93,1497.6088,1504.9761,41.480511,sac,kings,91,1529.9012,1522.5339,0.3183127
200612080bos,2007,pho,suns,116,1610.4666,1615.1747,52.70533,bos,celtics,111,1411.3014,1406.5933,0.63895714
200612080bos,2007,bos,celtics,111,1411.3014,1406.5933,31.345253,pho,suns,116,1610.4666,1615.1747,0.36104289
200612080cha,2007,cha,hornets,62,1383.8016,1367.196,27.544886,hou,rockets,92,1553.5697,1570.1753,0.40092385
200612080cha,2007,hou,rockets,92,1553.5697,1570.1753,48.242855,cha,hornets,62,1383.8016,1367.196,0.59907615
200612080chi,2007,chi,bulls,93,1561.6792,1563.6577,47.578629,tor,raptors,90,1431.0834,1429.1049,0.79041296
200612080chi,2007,tor,raptors,90,1431.0834,1429.1049,33.603813,chi,bulls,93,1561.6792,1563.6577,0.20958704
200612080den,2007,den,nuggets,123,1521.8604,1530.5477,44.156624,mia,heat,107,1504.9761,1496.2887,0.66213876
200612080den,2007,mia,heat,107,1504.9761,1496.2887,40.569283,den,nuggets,123,1521.8604,1530.5477,0.33786124
200612080ind,2007,ind,pacers,108,1483.1429,1487.1926,39.615654,por,trailblazers,95,1339.5472,1335.4976,0.8025406
200612080ind,2007,por,trailblazers,95,1339.5472,1335.4976,24.661024,ind,pacers,108,1483.1429,1487.1926,0.1974594
200612080lal,2007,lal,lakers,106,1546.5394,1550.4509,46.222126,atl,hawks,95,1416.6648,1412.7533,0.78972435
200612080lal,2007,atl,hawks,95,1416.6648,1412.7533,31.957806,lal,lakers,106,1546.5394,1550.4509,0.21027565
200612080mil,2007,mem,grizzlies,94,1503.1312,1496.9635,40.640057,mil,bucks,100,1461.1219,1467.2897,0.41731107
200612080mil,2007,mil,bucks,100,1461.1219,1467.2897,37.535675,mem,grizzlies,94,1503.1312,1496.9635,0.58268893
200612080min,2007,uta,jazz,103,1550.6144,1542.2996,45.378838,min,timberwolves,110,1453.7893,1462.1041,0.49543107
200612080min,2007,min,timberwolves,110,1453.7893,1462.1041,36.996254,uta,jazz,103,1550.6144,1542.2996,0.50456893
200612080orl,2007,orl,magic,83,1549.0157,1541.3522,45.280567,det,pistons,87,1593.6332,1601.2968,0.57903367
200612080orl,2007,det,pistons,87,1593.6332,1601.2968,51.355129,orl,magic,83,1549.0157,1541.3522,0.42096633
200612080phi,2007,phi,sixers,98,1426.0139,1411.8508,31.867792,was,wizards,113,1512.0387,1526.2018,0.52010113
200612080phi,2007,was,wizards,113,1512.0387,1526.2018,43.703087,phi,sixers,98,1426.0139,1411.8508,0.47989887
200612080sas,2007,lac,clippers,82,1543.7578,1535.8617,44.710117,sas,spurs,111,1665.7317,1673.6278,0.21792763
200612080sas,2007,sas,spurs,111,1665.7317,1673.6278,58.06815,lac,clippers,82,1543.7578,1535.8617,0.78207237
200612080sea,2007,sea,thunder,94,1477.7043,1488.1766,39.718761,nok,pelicans,74,1468.3502,1457.8779,0.65237451
200612080sea,2007,nok,pelicans,74,1468.3502,1457.8779,36.557655,sea,thunder,94,1477.7043,1488.1766,0.34762549
200612090chi,2007,chi,bulls,81,1563.6577,1544.8175,45.639763,min,timberwolves,91,1462.1041,1480.9443,0.76137555
200612090chi,2007,min,timberwolves,91,1462.1041,1480.9443,38.961391,chi,bulls,81,1563.6577,1544.8175,0.23862445
200612090cle,2007,ind,pacers,75,1487.1926,1474.9215,38.331718,cle,cavaliers,107,1534.9244,1547.1956,0.29934633
200612090cle,2007,cle,cavaliers,107,1534.9244,1547.1956,45.885841,ind,pacers,75,1487.1926,1474.9215,0.70065367
200612090dal,2007,den,nuggets,90,1530.5477,1525.1954,43.597969,dal,mavericks,105,1638.6315,1643.9838,0.23186213
200612090dal,2007,dal,mavericks,105,1638.6315,1643.9838,55.418949,den,nuggets,90,1530.5477,1525.1954,0.76813787
200612090gsw,2007,nok,pelicans,80,1457.8779,1447.328,35.467457,gsw,warriors,101,1473.1405,1483.6904,0.33995277
200612090gsw,2007,gsw,warriors,101,1473.1405,1483.6904,39.248829,nok,pelicans,80,1457.8779,1447.328,0.66004723
200612090mem,2007,mem,grizzlies,82,1496.9635,1486.5786,39.551323,lac,clippers,89,1535.8617,1546.2466,0.58703709
200612090mem,2007,lac,clippers,89,1535.8617,1546.2466,45.787682,mem,grizzlies,82,1496.9635,1486.5786,0.41296291
200612090njn,2007,njn,nets,90,1473.578,1465.5098,37.350376,bos,celtics,92,1406.5933,1414.6615,0.72337031
200612090njn,2007,bos,celtics,92,1406.5933,1414.6615,32.148438,njn,nets,90,1473.578,1465.5098,0.27662969
200612090nyk,2007,nyk,knicks,115,1399.5084,1407.5411,31.439222,mil,bucks,107,1467.2897,1459.257,0.54623407
200612090nyk,2007,mil,bucks,107,1467.2897,1459.257,36.700665,nyk,knicks,115,1399.5084,1407.5411,0.45376593
200612090orl,2007,orl,magic,86,1541.3522,1543.0719,45.458908,phi,sixers,84,1411.8508,1410.1311,0.78936732
200612090orl,2007,phi,sixers,84,1411.8508,1410.1311,31.696518,orl,magic,86,1541.3522,1543.0719,0.21063268
200612090was,2007,was,wizards,109,1526.2018,1517.6563,42.809448,hou,rockets,114,1570.1753,1578.7208,0.57993692
200612090was,2007,hou,rockets,114,1570.1753,1578.7208,49.107792,was,wizards,109,1526.2018,1517.6563,0.42006308
200612100cha,2007,cha,hornets,84,1367.196,1355.5029,26.461388,pho,suns,114,1615.1747,1626.8678,0.29904836
200612100cha,2007,pho,suns,114,1615.1747,1626.8678,53.822041,cha,hornets,84,1367.196,1355.5029,0.70095164
200612100lal,2007,lal,lakers,106,1550.4509,1559.5936,47.162621,sas,spurs,99,1673.6278,1664.4851,0.46669519
200612100lal,2007,sas,spurs,99,1673.6278,1664.4851,57.267677,lal,lakers,106,1550.4509,1559.5936,0.53330481
200612100sac,2007,sac,kings,117,1522.5339,1530.0898,44.108875,atl,hawks,92,1412.7533,1405.1974,0.76987302
200612100sac,2007,atl,hawks,92,1412.7533,1405.1974,31.207069,sac,kings,117,1522.5339,1530.0898,0.23012698
200612100sea,2007,gsw,warriors,115,1483.6904,1480.5333,38.918388,sea,thunder,117,1488.1766,1491.3337,0.35400724
200612100sea,2007,sea,thunder,117,1488.1766,1491.3337,40.049683,gsw,warriors,115,1483.6904,1480.5333,0.64599276
200612100tor,2007,tor,raptors,83,1429.1049,1410.6129,31.744469,por,trailblazers,93,1335.4976,1353.9895,0.75296581
200612100tor,2007,por,trailblazers,93,1335.4976,1353.9895,26.322788,tor,raptors,83,1429.1049,1410.6129,0.24703419
200612110chi,2007,chi,bulls,106,1544.8175,1551.2958,46.309284,ind,pacers,91,1474.9215,1468.4432,0.72671121
200612110chi,2007,ind,pacers,91,1474.9215,1468.4432,37.655846,chi,bulls,106,1544.8175,1551.2958,0.27328879
200612110lac,2007,lac,clippers,81,1546.2466,1529.8933,44.088379,sas,spurs,103,1664.4851,1680.8384,0.47377673
200612110lac,2007,sas,spurs,103,1664.4851,1680.8384,58.688595,lac,clippers,81,1546.2466,1529.8933,0.5262233
200612110mia,2007,mia,heat,99,1496.2887,1504.083,41.386841,tor,raptors,77,1410.6129,1402.8186,0.74437547
200612110mia,2007,tor,raptors,77,1410.6129,1402.8186,30.972124,mia,heat,99,1496.2887,1504.083,0.25562453
200612110njn,2007,njn,nets,105,1465.5098,1474.4607,38.283588,mem,grizzlies,92,1486.5786,1477.6277,0.61167639
200612110njn,2007,mem,grizzlies,92,1486.5786,1477.6277,38.614506,njn,nets,105,1465.5098,1474.4607,0.38832361
200612110nok,2007,nok,pelicans,95,1447.328,1455.057,36.265461,cle,cavaliers,89,1547.1956,1539.4666,0.50019062
200612110nok,2007,cle,cavaliers,89,1547.1956,1539.4666,45.084831,nok,pelicans,95,1447.328,1455.057,0.49980938
200612110nyk,2007,nyk,knicks,90,1407.5411,1396.0798,30.3104,bos,celtics,97,1414.6615,1426.1228,0.63056892
200612110nyk,2007,bos,celtics,97,1414.6615,1426.1228,33.301609,nyk,knicks,90,1407.5411,1396.0798,0.36943108
200612110orl,2007,orl,magic,89,1543.0719,1529.434,44.040462,pho,suns,103,1626.8678,1640.5057,0.52330267
200612110orl,2007,pho,suns,103,1626.8678,1640.5057,55.098244,orl,magic,89,1543.0719,1529.434,0.47669733
200612110phi,2007,phi,sixers,79,1410.1311,1402.2826,30.919281,por,trailblazers,81,1353.9895,1361.838,0.7107076
200612110phi,2007,por,trailblazers,81,1353.9895,1361.838,27.045658,phi,sixers,79,1410.1311,1402.2826,0.2892924
200612110uta,2007,dal,mavericks,79,1643.9838,1626.365,53.774437,uta,jazz,101,1542.2996,1559.9183,0.50242376
200612110uta,2007,uta,jazz,101,1542.2996,1559.9183,47.195908,dal,mavericks,79,1643.9838,1626.365,0.49757627
200612120atl,2007,atl,hawks,87,1405.1974,1393.8309,30.090866,den,nuggets,100,1525.1954,1536.5619,0.47125223
200612120atl,2007,den,nuggets,100,1525.1954,1536.5619,44.782955,atl,hawks,87,1405.1974,1393.8309,0.5287478
200612120gsw,2007,sac,kings,113,1530.0898,1520.0104,43.05584,gsw,warriors,126,1480.5333,1490.6128,0.42791182
200612120gsw,2007,gsw,warriors,126,1480.5333,1490.6128,39.974102,sac,kings,113,1530.0898,1520.0104,0.57208818
200612120hou,2007,lal,lakers,102,1559.5936,1572.9415,48.523609,hou,rockets,94,1578.7208,1565.3729,0.33497888
200612120hou,2007,hou,rockets,94,1578.7208,1565.3729,47.753792,lal,lakers,102,1559.5936,1572.9415,0.66502112
200612120mil,2007,mil,bucks,94,1459.257,1462.3505,37.021851,sea,thunder,93,1491.3337,1488.2402,0.59652281
200612120mil,2007,sea,thunder,93,1491.3337,1488.2402,39.72543,mil,bucks,94,1459.257,1462.3505,0.40347719
200612130chi,2007,chi,bulls,99,1551.2958,1557.9934,46.998459,sea,thunder,84,1488.2402,1481.5426,0.71882147
200612130chi,2007,sea,thunder,84,1488.2402,1481.5426,39.023998,chi,bulls,99,1551.2958,1557.9934,0.28117853
200612130cle,2007,cha,hornets,101,1355.5029,1354.016,26.325211,cle,cavaliers,104,1539.4666,1540.9535,0.16319764
200612130cle,2007,cle,cavaliers,104,1539.4666,1540.9535,45.239201,cha,hornets,101,1355.5029,1354.016,0.83680236
200612130dal,2007,dal,mavericks,110,1626.365,1631.4371,54.252872,lal,lakers,101,1572.9415,1567.8694,0.70748001
200612130dal,2007,lal,lakers,101,1572.9415,1567.8694,48.008282,dal,mavericks,110,1626.365,1631.4371,0.29251999
200612130ind,2007,det,pistons,90,1601.2968,1588.922,50.130493,ind,pacers,101,1468.4432,1480.818,0.54713959
200612130ind,2007,ind,pacers,101,1468.4432,1480.818,38.948174,det,pistons,90,1601.2968,1588.922,0.45286041
200612130lac,2007,uta,jazz,105,1559.9183,1579.9915,49.235779,lac,clippers,86,1529.8933,1509.8202,0.40063781
200612130lac,2007,lac,clippers,86,1529.8933,1509.8202,41.988468,uta,jazz,105,1559.9183,1579.9915,0.59936219
200612130mem,2007,por,trailblazers,85,1361.838,1376.3423,28.407425,mem,grizzlies,79,1477.6277,1463.1234,0.22405583
200612130mem,2007,mem,grizzlies,79,1477.6277,1463.1234,37.10218,por,trailblazers,85,1361.838,1376.3423,0.77594417
200612130mia,2007,pho,suns,99,1640.5057,1649.5361,55.926762,mia,heat,89,1504.083,1495.0526,0.55222535
200612130mia,2007,mia,heat,89,1504.083,1495.0526,40.43964,pho,suns,99,1640.5057,1649.5361,0.44777465
200612130njn,2007,njn,nets,108,1474.4607,1482.1976,39.092552,mil,bucks,95,1462.3505,1454.6135,0.65596372
200612130njn,2007,mil,bucks,95,1462.3505,1454.6135,36.219566,njn,nets,108,1474.4607,1482.1976,0.34403628
200612130nyk,2007,atl,hawks,82,1393.8309,1386.1519,29.34638,nyk,knicks,94,1396.0798,1403.7589,0.35695797
200612130nyk,2007,nyk,knicks,94,1396.0798,1403.7589,31.064913,atl,hawks,82,1393.8309,1386.1519,0.64304203
200612130orl,2007,tor,raptors,91,1402.8186,1418.9841,32.581745,orl,magic,84,1529.434,1513.2684,0.21340817
200612130orl,2007,orl,magic,84,1529.434,1513.2684,42.349876,tor,raptors,91,1402.8186,1418.9841,0.78659183
200612130phi,2007,phi,sixers,81,1402.2826,1381.076,28.858793,bos,celtics,101,1426.1228,1447.3293,0.60788035
200612130phi,2007,bos,celtics,101,1426.1228,1447.3293,35.467598,phi,sixers,81,1402.2826,1381.076,0.39211965
200612130sas,2007,min,timberwolves,82,1480.9443,1477.9589,38.649128,sas,spurs,95,1680.8384,1683.8239,0.15105778
200612130sas,2007,sas,spurs,95,1680.8384,1683.8239,58.942627,min,timberwolves,82,1480.9443,1477.9589,0.84894222
200612130was,2007,den,nuggets,91,1536.5619,1521.1212,43.17205,was,wizards,120,1517.6563,1533.0969,0.38536996
200612130was,2007,was,wizards,120,1517.6563,1533.0969,44.422302,den,nuggets,91,1536.5619,1521.1212,0.61463004
200612140cha,2007,orl,magic,89,1513.2684,1500.5344,41.014622,cha,hornets,99,1354.016,1366.75,0.58445394
200612140cha,2007,cha,hornets,99,1354.016,1366.75,27.503151,orl,magic,89,1513.2684,1500.5344,0.41554606
200612140gsw,2007,hou,rockets,107,1565.3729,1560.9801,47.304695,gsw,warriors,109,1490.6128,1495.0056,0.46374065
200612140gsw,2007,gsw,warriors,109,1490.6128,1495.0056,40.434711,hou,rockets,107,1565.3729,1560.9801,0.53625935
200612140nok,2007,sas,spurs,103,1683.8239,1695.3623,59.908401,nok,pelicans,77,1455.057,1443.5186,0.67726731
200612140nok,2007,nok,pelicans,77,1455.057,1443.5186,35.075668,sas,spurs,103,1683.8239,1695.3623,0.32273272
200612150bos,2007,den,nuggets,114,1521.1212,1514.7473,42.504814,bos,celtics,119,1447.3293,1453.7032,0.46235484
200612150bos,2007,bos,celtics,119,1447.3293,1453.7032,36.125404,den,nuggets,114,1521.1212,1514.7473,0.53764516
200612150chi,2007,mil,bucks,111,1454.6135,1451.4648,35.894085,chi,bulls,117,1557.9934,1561.1421,0.23671967
200612150chi,2007,chi,bulls,117,1557.9934,1561.1421,47.321281,mil,bucks,111,1454.6135,1451.4648,0.76328033
200612150cle,2007,cle,cavaliers,106,1540.9535,1549.8191,46.15691,sea,thunder,84,1481.5426,1472.677,0.71456158
200612150cle,2007,sea,thunder,84,1481.5426,1472.677,38.097366,cle,cavaliers,106,1540.9535,1549.8191,0.28543842
200612150dal,2007,phi,sixers,79,1381.076,1378.7163,28.633377,dal,mavericks,93,1631.4371,1633.7969,0.11744606
200612150dal,2007,dal,mavericks,93,1631.4371,1633.7969,54.474102,phi,sixers,79,1381.076,1378.7163,0.88255394
200612150ind,2007,nyk,knicks,96,1403.7589,1397.228,30.422739,ind,pacers,112,1480.818,1487.3489,0.26517665
200612150ind,2007,ind,pacers,112,1480.818,1487.3489,39.632027,nyk,knicks,96,1403.7589,1397.228,0.73482335
200612150lal,2007,lal,lakers,112,1567.8694,1574.9874,48.730789,hou,rockets,101,1560.9801,1553.8621,0.64914978
200612150lal,2007,hou,rockets,101,1560.9801,1553.8621,46.573734,lal,lakers,112,1567.8694,1574.9874,0.35085022
200612150mem,2007,atl,hawks,97,1386.1519,1402.8142,30.971691,mem,grizzlies,88,1463.1234,1446.4611,0.26527482
200612150mem,2007,mem,grizzlies,88,1463.1234,1446.4611,35.378204,atl,hawks,97,1386.1519,1402.8142,0.73472518
200612150pho,2007,gsw,warriors,101,1495.0056,1493.0333,40.227882,pho,suns,105,1649.5361,1651.5084,0.18767399
200612150pho,2007,pho,suns,105,1649.5361,1651.5084,56.105892,gsw,warriors,101,1495.0056,1493.0333,0.81232601
200612150por,2007,lac,clippers,99,1509.8202,1498.1328,40.762707,por,trailblazers,109,1376.3423,1388.0297,0.54803002
200612150por,2007,por,trailblazers,109,1376.3423,1388.0297,29.527687,lac,clippers,99,1509.8202,1498.1328,0.45196998
200612150tor,2007,tor,raptors,90,1418.9841,1429.0953,33.602848,njn,nets,78,1482.1976,1472.0864,0.55274308
200612150tor,2007,njn,nets,78,1482.1976,1472.0864,38.035736,tor,raptors,90,1418.9841,1429.0953,0.44725692
200612150uta,2007,sac,kings,98,1520.0104,1526.6407,43.748928,uta,jazz,97,1579.9915,1573.3611,0.28476942
200612150uta,2007,uta,jazz,97,1579.9915,1573.3611,48.566128,sac,kings,98,1520.0104,1526.6407,0.71523058
200612150was,2007,mia,heat,95,1495.0526,1488.8813,39.792618,was,wizards,106,1533.0969,1539.2682,0.31117177
200612150was,2007,was,wizards,106,1533.0969,1539.2682,45.064232,mia,heat,95,1495.0526,1488.8813,0.68882823
200612160atl,2007,atl,hawks,104,1402.8142,1398.9656,30.593063,chi,bulls,106,1561.1421,1564.9907,0.41683924
200612160atl,2007,chi,bulls,106,1561.1421,1564.9907,47.714783,atl,hawks,104,1402.8142,1398.9656,0.58316076
200612160cha,2007,cha,hornets,100,1366.75,1358.6425,26.750116,bos,celtics,106,1453.7032,1461.8108,0.51876694
200612160cha,2007,bos,celtics,106,1453.7032,1461.8108,36.965782,cha,hornets,100,1366.75,1358.6425,0.48123306
200612160mia,2007,mia,heat,98,1488.8813,1493.8662,40.31522,mem,grizzlies,90,1446.4611,1441.4762,0.69420177
200612160mia,2007,mem,grizzlies,90,1446.4611,1441.4762,34.866066,mia,heat,98,1488.8813,1493.8662,0.30579823
200612160mil,2007,min,timberwolves,104,1477.9589,1473.231,38.15519,mil,bucks,108,1451.4648,1456.1927,0.39576697
200612160mil,2007,mil,bucks,108,1451.4648,1456.1927,36.383045,min,timberwolves,104,1477.9589,1473.231,0.60423303
200612160njn,2007,njn,nets,82,1472.0864,1463.5615,37.147728,det,pistons,90,1588.922,1597.4469,0.47579062
200612160njn,2007,det,pistons,90,1588.922,1597.4469,50.976128,njn,nets,82,1472.0864,1463.5615,0.52420938
200612160nok,2007,dal,mavericks,90,1633.7969,1641.4565,55.186115,nok,pelicans,79,1443.5186,1435.8589,0.62707382
200612160nok,2007,nok,pelicans,79,1443.5186,1435.8589,34.291302,dal,mavericks,90,1633.7969,1641.4565,0.37292618
200612160nyk,2007,nyk,knicks,100,1397.228,1380.3071,28.785252,den,nuggets,123,1514.7473,1531.6682,0.47480908
200612160nyk,2007,den,nuggets,123,1514.7473,1531.6682,44.273438,nyk,knicks,100,1397.228,1380.3071,0.52519095
200612160orl,2007,cle,cavaliers,74,1549.8191,1542.9061,45.441727,orl,magic,81,1500.5344,1507.4474,0.42752874
200612160orl,2007,orl,magic,81,1500.5344,1507.4474,41.739681,cle,cavaliers,74,1549.8191,1542.9061,0.57247126
200612160sac,2007,sac,kings,98,1526.6407,1518.9814,42.948166,pho,suns,105,1651.5084,1659.1677,0.46427351
200612160sac,2007,pho,suns,105,1651.5084,1659.1677,56.795193,sac,kings,98,1526.6407,1518.9814,0.53572649
200612160sas,2007,phi,sixers,98,1378.7163,1377.837,28.549593,sas,spurs,103,1695.3623,1696.2416,0.083294213
200612160sas,2007,sas,spurs,103,1695.3623,1696.2416,59.980942,phi,sixers,98,1378.7163,1377.837,0.91670579
200612170det,2007,sea,thunder,93,1472.677,1470.3699,37.856678,det,pistons,97,1597.4469,1599.754,0.21519691
200612170det,2007,det,pistons,97,1597.4469,1599.754,51.20348,sea,thunder,93,1472.677,1470.3699,0.78480309
200612170ind,2007,uta,jazz,104,1573.3611,1584.2783,49.666344,ind,pacers,94,1487.3489,1476.4316,0.47988081
200612170ind,2007,ind,pacers,94,1487.3489,1476.4316,38.489494,uta,jazz,104,1573.3611,1584.2783,0.52011919
200612170lac,2007,lac,clippers,103,1498.1328,1489.9124,39.900677,hou,rockets,108,1553.8621,1562.0825,0.56336814
200612170lac,2007,hou,rockets,108,1553.8621,1562.0825,47.417549,lac,clippers,103,1498.1328,1489.9124,0.43663186
200612170lal,2007,lal,lakers,141,1574.9874,1563.0868,47.520271,was,wizards,147,1539.2682,1551.1688,0.68595219
200612170lal,2007,was,wizards,147,1539.2682,1551.1688,46.296188,lal,lakers,141,1574.9874,1563.0868,0.31404781
200612170tor,2007,gsw,warriors,115,1493.0333,1486.9008,39.585075,tor,raptors,120,1429.0953,1435.2279,0.44828814
200612170tor,2007,tor,raptors,120,1429.0953,1435.2279,34.226902,gsw,warriors,115,1493.0333,1486.9008,0.55171186
200612180den,2007,den,nuggets,117,1531.6682,1538.7314,45.008476,was,wizards,108,1551.1688,1544.1056,0.61381847
200612180den,2007,was,wizards,108,1551.1688,1544.1056,45.566025,den,nuggets,117,1531.6682,1538.7314,0.38618153
200612180mem,2007,sea,thunder,126,1470.3699,1463.5133,37.142715,mem,grizzlies,134,1441.4762,1448.3328,0.39907497
200612180mem,2007,mem,grizzlies,134,1441.4762,1448.3328,35.570969,sea,thunder,126,1470.3699,1463.5133,0.60092503
200612180mia,2007,mia,heat,101,1493.8662,1496.3292,40.573532,nok,pelicans,99,1435.8589,1433.3959,0.71291077
200612180mia,2007,nok,pelicans,99,1435.8589,1433.3959,34.040119,mia,heat,101,1493.8662,1496.3292,0.28708923
200612180njn,2007,gsw,warriors,97,1486.9008,1480.2036,38.883892,njn,nets,105,1463.5615,1470.2587,0.39143246
200612180njn,2007,njn,nets,105,1463.5615,1470.2587,37.845081,gsw,warriors,97,1486.9008,1480.2036,0.60856754
200612180nyk,2007,uta,jazz,96,1584.2783,1578.5885,49.094452,nyk,knicks,97,1380.3071,1385.9969,0.64531446
200612180nyk,2007,nyk,knicks,97,1380.3071,1385.9969,29.331446,uta,jazz,96,1584.2783,1578.5885,0.35468552
200612180sac,2007,dal,mavericks,109,1641.4565,1655.4515,56.462029,sac,kings,91,1518.9814,1504.9865,0.53229922
200612180sac,2007,sac,kings,91,1518.9814,1504.9865,41.481598,dal,mavericks,109,1641.4565,1655.4515,0.46770078
200612190chi,2007,lal,lakers,89,1563.0868,1558.4354,47.043823,chi,bulls,94,1564.9907,1569.6421,0.35741395
200612190chi,2007,chi,bulls,94,1564.9907,1569.6421,48.188656,lal,lakers,89,1563.0868,1558.4354,0.64258605
200612190pho,2007,tor,raptors,98,1435.2279,1432.1068,33.908875,pho,suns,115,1659.1677,1662.2888,0.13415062
200612190pho,2007,pho,suns,115,1659.1677,1662.2888,57.073132,tor,raptors,98,1435.2279,1432.1068,0.86584938
200612200atl,2007,atl,hawks,106,1398.9656,1393.3334,30.042387,uta,jazz,112,1578.5885,1584.2207,0.38737819
200612200atl,2007,uta,jazz,112,1578.5885,1584.2207,49.660568,atl,hawks,106,1398.9656,1393.3334,0.61262178
200612200bos,2007,gsw,warriors,96,1480.2036,1485.5253,39.440983,bos,celtics,95,1461.8108,1456.4891,0.38467097
200612200bos,2007,bos,celtics,95,1461.8108,1456.4891,36.413742,gsw,warriors,96,1480.2036,1485.5253,0.61532903
200612200lac,2007,lac,clippers,96,1489.9124,1482.0302,39.075024,tor,raptors,98,1432.1068,1439.989,0.71267301
200612200lac,2007,tor,raptors,98,1432.1068,1439.989,34.713646,lac,clippers,96,1489.9124,1482.0302,0.28732699
200612200mil,2007,mil,bucks,121,1456.1927,1471.799,38.005741,mia,heat,95,1496.3292,1480.723,0.58530802
200612200mil,2007,mia,heat,95,1496.3292,1480.723,38.938236,mil,bucks,121,1456.1927,1471.799,0.41469198
200612200min,2007,lal,lakers,111,1558.4354,1573.8892,48.619621,min,timberwolves,94,1473.231,1457.7772,0.47872037
200612200min,2007,min,timberwolves,94,1473.231,1457.7772,36.547215,lal,lakers,111,1558.4354,1573.8892,0.52127963
200612200njn,2007,njn,nets,113,1470.2587,1474.6156,38.299767,cle,cavaliers,111,1542.9061,1538.5492,0.53928232
200612200njn,2007,cle,cavaliers,111,1542.9061,1538.5492,44.98954,njn,nets,113,1470.2587,1474.6156,0.46071768
200612200nyk,2007,nyk,knicks,111,1385.9969,1388.843,29.606369,cha,hornets,109,1358.6425,1355.7964,0.6754877
200612200nyk,2007,cha,hornets,109,1358.6425,1355.7964,26.488306,nyk,knicks,111,1385.9969,1388.843,0.3245123
200612200orl,2007,nok,pelicans,83,1433.3959,1430.76,33.771908,orl,magic,86,1507.4474,1510.0833,0.26856387
200612200orl,2007,orl,magic,86,1507.4474,1510.0833,42.016045,nok,pelicans,83,1433.3959,1430.76,0.73143613
200612200phi,2007,ind,pacers,101,1476.4316,1485.558,39.444408,phi,sixers,93,1377.837,1368.7107,0.4979775
200612200phi,2007,phi,sixers,93,1377.837,1368.7107,27.686834,ind,pacers,101,1476.4316,1485.558,0.5020225
200612200por,2007,hou,rockets,87,1562.0825,1555.8679,46.780106,por,trailblazers,89,1388.0297,1394.2443,0.60498559
200612200por,2007,por,trailblazers,89,1388.0297,1394.2443,30.131165,hou,rockets,87,1562.0825,1555.8679,0.39501438
200612200sas,2007,sas,spurs,105,1696.2416,1697.8068,60.109695,mem,grizzlies,98,1448.3328,1446.7676,0.88108277
200612200sas,2007,mem,grizzlies,98,1448.3328,1446.7676,35.409756,sas,spurs,105,1696.2416,1697.8068,0.11891723
200612200sea,2007,dal,mavericks,103,1655.4515,1661.7217,57.022755,sea,thunder,95,1463.5133,1457.2432,0.6293056
200612200sea,2007,sea,thunder,95,1463.5133,1457.2432,36.491863,dal,mavericks,103,1655.4515,1661.7217,0.3706944
